X,Y,ACCELA_ID,CHANNEL_ID,OWNERSHIP,ROAD_NAME,ROAD_ID,ROAD_SEQ_N,FROM_STREE,TO_STREET,GIS_FROM_P,LEGACY_FRO,INVENTORY_,EXPIRATION,CHANNEL_MA,CHANNEL_LO,CHANNEL_WI,CHANNEL_DE,FLOW_LENGT,INLET_TYPE,OUTLET_TYP,LINING,INLET_FILT,OUTLET_FIL,PRIORITY,CHANNEL_RA,FLAGGERS,ENGINEER_R,ENVIRONMEN,MAINTENANC,MAINTENA_1,SOURCE_NOT,COMMENTS,MAINTENA_2,ROAD_STATI,STREET_DIS,SUPERVISOR,COMMUNITY_,NEIGHBORHO,THOMAS_GUI,CA_ROAD_SY,HIGHWAY_PL,ASSET_STAT,CREATOR,CREATED,EDITOR,EDITED,SHAPE_LENG,SHAPE_LEN
6383933.86881924,1957529.22567372,DPW-DRNCHN-100947,39-134,RF,OLD JULIAN HY,E36-0-398,0400,VISTA RAMONA RD,URL,65.3965362,0,,,NATURAL,,180,2,35,,,2,,,,,0,,,4,2,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1153-B6,16X42-H6,3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,54.96518158,54.9651815939
6378421.5301064,1943475.1674958,DPW-DRNCHN-100948,39-100,RF,SAN VICENTE RD,E05-0-430,1000,WILDCAT CANYON RD,CHUCKWAGON DR,972.27532708,0,,,NATURAL,,25,2,35,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,430 - SD COUNTRY ESTATES,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1173-A5,16X52-F1,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,45.89820216,45.8982021678
6378372.57121481,1943536.36553612,DPW-DRNCHN-100949,39-101,RF,SAN VICENTE RD,E05-0-430,1000,WILDCAT CANYON RD,CHUCKWAGON DR,1019.59366033,0,,,NATURAL,,10,2,35,,,2,,,,,0,,,1&2,1,,,2 - DIVISION 2,39,430 - SD COUNTRY ESTATES,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1173-A5,16X52-F1,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,69.36497287,69.3649728641
6375218.10180198,1955739.82636538,DPW-DRNCHN-100950,39-041,RF,NINTH ST,60000-398,0800,I ST,ASHLEY RD,2545.11383416,0,,,NATURAL,,8.5,6,15,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-H7,16X42-E7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,15.29970785,15.2997078481
6375180.23573598,1955718.2355293,DPW-DRNCHN-100951,39-042,RF,NINTH ST,60000-398,0800,I ST,ASHLEY RD,2542.5799371,0,,,NATURAL,,9,6,15,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-H7,16X42-E7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,18.45754564,18.4575456486
6372756.68808965,1955268.75611329,DPW-DRNCHN-100952,39-043,RF,SAN VICENTE RD,E05-0-430,1600,HANSON LN,BARGER PL,1714.37132422,0,,,NATURAL,,14,6,10,,,2,,,,,0,,,4,4,,,2 - DIVISION 2,39,430 - SD COUNTRY ESTATES,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-G7,16X42-D7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,21.6270586,21.6270586051
6372681.1104849,1955262.7580938,DPW-DRNCHN-100953,39-044,RF,SAN VICENTE RD,E05-0-430,1600,HANSON LN,BARGER PL,1707.57566029,0,,,NATURAL,,14,6,10,,,2,,,,,0,,,4,4,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-G7,16X42-D7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,28.81658357,28.8165835637
6372646.39631549,1954220.91929822,DPW-DRNCHN-100954,39-045,RF,SAN VICENTE RD,E05-0-430,1600,HANSON LN,BARGER PL,666.02012574,0,,,NATURAL,,25,6,15,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1172-G1,16X42-D7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,32.58998826,32.5899882598
6372727.9725959,1954210.1224038,DPW-DRNCHN-100955,39-046,RF,SAN VICENTE RD,E05-0-430,1600,HANSON LN,BARGER PL,655.11385749,0,,,NATURAL,,25,6,15,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,430 - SD COUNTRY ESTATES,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1172-G1,16X42-D7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,25.30711841,25.3071183992
6340007.43862765,1965649.21829197,DPW-DRNCHN-100956,39-062,RF,HIGHLAND VALLEY RD,D04-0-400,1300,HIGHLAND TRAILS DR,STARVATION MTN RD,1912.13568934,0,,,NATURAL,,20,2,20,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1151-D4,16X41-C3,2K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,29.69210107,29.6921010797
6340046.81125231,1965710.80051789,DPW-DRNCHN-100957,39-063,RF,HIGHLAND VALLEY RD,D04-0-400,1300,HIGHLAND TRAILS DR,STARVATION MTN RD,1963.65323461,0,,,NATURAL,,20,2,20,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,3 - SUPERVISOR DISTRICT 3,RAMONA CPG,,1151-D4,16X41-C3,2K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,27.27670138,27.2767013801
6392120.1936539,1945041.14992814,DPW-DRNCHN-100958,39-093,RF,SAN VICENTE RD,E05-0-430,0300,RAMONA OAKS RD,GREEN HAVEN LN E,231.8517543,0,,,NATURAL,,75,2,35,,,2,,,,,0,,,4,6,,,2 - DIVISION 2,39,430 - SD COUNTRY ESTATES,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1173-F4,16X42-K10,3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,36.34883958,36.3488395979
6379326.38886099,1966492.28123838,DPW-DRNCHN-100217,39-168,RF,MAGNOLIA AV,57000-398,0100,SR-78,PENN ST,3741.97086512,0,,,,,8,3,750,,,2,,,,,0,,,4,4,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1153-A3,16X42-F3,3K1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,207.51655786,207.516557863
6379404.66691965,1969360.71382171,DPW-DRNCHN-100959,39-007,RF,PILE ST,67500-398,0200,BLACK CANYON RD/MAGNOLIA AV,ORANGE AV,102.8865418,0,,,NATURAL,,20,1,20,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1153-A2,16X42-F2,3K1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,31.61735795,31.6173579484
6377997.96927373,1957160.59255271,DPW-DRNCHN-100218,39-170,RF,KEYES RD,45800-398,0200,TELFORD LN,STEFFY RD,314.96909623,0,,,,,4,2,217,,,2,,,,,0,,,4,4,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-J7,16X42-F6,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,271.05935985,271.059359846
6367377.20442607,1961475.86312163,DPW-DRNCHN-100219,39-171,RF,OLIVE ST,61500-400,0400,ALICE ST,DAVIS ST S,334.87054261,0,,,,,4,2,305,,,2,,,,,0,,,4,4,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-E5,16X42-B5,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,310.17302912,310.173029125
6334722.66704498,1923493.87806213,DPW-DRNCHN-100960,39-142,RF,SYCAMORE CANYON RD,D10-A-400,0100,POWAY CL,END CMR,4604.07657996,0,,,NATURAL,,18,0,700,,,2,,,,,0,,,"1,2",1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1191-B6,16X51-B7,7B5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,693.19741949,693.197419503
6367866.37241098,1952670.80199163,DPW-DRNCHN-100961,39-143,RF,SAN DIEGO AV,76001-400,0100,HUNTER ST,COOK ST,1179.84571255,0,,,NATURAL,,4,0,1140,,,2,,,,,0,,,"1,2",1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1172-E1,16X42-B8,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,266.58654032,266.586540306
6369485.17429148,1957088.00870839,DPW-DRNCHN-100962,39-024,RF,SIXTEENTH ST,79000-400,0200,SR-67,H ST,587.57127908,0,,,NATURAL,,4.5,2,190,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-F7,16X42-C6,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,188.50357404,188.503574036
6375355.80821948,1956510.17948346,DPW-DRNCHN-100963,39-040,RF,ASHLEY RD,06100-398,0200,EIGHTH ST,STEFFY RD,33.97120593,0,,,NATURAL,,9,6,553,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-H7,16X42-E7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,572.08957457,572.089574569
6349624.0719534,1944002.85738529,DPW-DRNCHN-100964,39-051,RF,DOS PICOS PARK RD,18000-150,0100,MUSSEY GRADE RD,PARK ENTRANCE,4073.76932882,0,,,NATURAL,,10,3,590,,,2,,,,,0,,,4,2,,,2 - DIVISION 2,39,150 - FERNBROOK,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1171-H5,16X51-F1,7,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,189.21392108,189.213921078
6378613.55268823,1999622.65329771,DPW-DRNCHN-100220,39-002,RF,PAMO RD,C04-0-398,0500,SUPERVISORIAL DISTRICT BOUNDARY,END CMR,0,0,,,,,25,3,17,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,5 - SUPERVISOR DISTRICT 5,NORTH MOUNTAIN CPG,,,16X32-F2,3,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/21,236.64258053,236.64258054
6378077.04490298,1987445.85940988,DPW-DRNCHN-100221,39-004,RF,PAMO RD,C04-0-398,0400,DUMP RD,SUPERVISORIAL DISTRICT BOUNDARY,13166.300536,0,,,,,60,3.5,17,,,2,,,,,0,,,4,5,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,NORTH MOUNTAIN CPG,,,16X32-F6,3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,60.49844526,60.4984452615
6379254.01892698,1969076.24982372,DPW-DRNCHN-100222,39-009,RF,MAGNOLIA AV,57000-398,0200,PENN ST,PILE ST/BLACK CANYON RD,2368.34075814,0,,,,,18,6,16,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1153-A2,16X42-F2,3K1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,88.25509942,88.2550994306
6379326.81405698,1963268.68138638,DPW-DRNCHN-100223,39-011,RF,MAGNOLIA AV,57000-398,0100,SR-78,PENN ST,500.3724872,0,,,,,80,2,17,,,2,,,,,0,,,4,4,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1153-A4,16X42-F4,3K1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,82.74604085,82.7460408459
6397881.11454673,1962129.5534153,DPW-DRNCHN-100224,39-015,RF,OLD JULIAN HY,E36-0-398,0800,MILE POST 05.0,MILE POST 06.0,1432.61833886,0,,,,,25,10,25,,,2,,,,,0,,,"2,3",4,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1153-H4,16X43-B5,3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,115.20674076,115.206740753
6368712.21028623,1955200.07121129,DPW-DRNCHN-100225,39-018,RF,RAMONA ST,69001-400,0600,H ST,RAYMOND AV,124.78681146,0,,,,,12,3,15,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-F7,16X42-C7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,26.10610057,26.1061005635
6369653.48825932,1956989.28974572,DPW-DRNCHN-100226,39-023,RF,SIXTEENTH ST,79000-400,0200,SR-67,H ST,754.38441258,0,,,,,5,2,160,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-F7,16X42-C6,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,152.77220165,152.772201653
6372993.92416373,1961435.96884446,DPW-DRNCHN-100227,39-035,RF,SEVENTH ST,77500-398,0900,A ST,ELM ST/OLIVE ST,391.23463061,0,,,,,135,12,50,,,2,,,,,0,,,4,3,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-G5,16X42-D5,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,116.18071392,116.18071392
6405667.84733282,1944090.36541238,DPW-DRNCHN-100228,39-080,RF,RAMONA OAKS RD,46800-430,1200,BELLEMORE DR,CATHEDRAL WY,197.21600651,0,,,,,30,2,30,,,2,,,,,0,,,4,5,,,2 - DIVISION 2,39,430 - SD COUNTRY ESTATES,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1174-B4,16X43-E10,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,21.8061075,21.8061075021
6367299.55497506,1955623.99588838,DPW-DRNCHN-100276,39-146,RF,LETTON ST,57000-400,0100,SR-67,KELLY AV,286.87570101,0,,,,,25,0,75,,,5,,,,,0,,,2,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-E7,16X42-B7,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,487.86130745,487.861307447
6374078.27829424,1961706.31115155,DPW-DRNCHN-100277,39-149,RF,FIFTH ST,28500-398,0800,A ST,AQUA LN,29.08995239,0,,,,,4,2,49,,,2,,,,,0,,,3,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1152-H5,16X42-D5,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,274.00173334,274.001733345
6333312.02682164,1969189.58949205,DPW-DRNCHN-100278,39-156,RF,HIGHLAND VALLEY RD,D04-0-400,1500,MILE POST 08.0,PASEO PENASCO,3009.35784737,0,,,,,2,3,2,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1151-A3,16X41-A2,2K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,40.23388894,40.233888943
6342224.11398432,1955752.86177237,DPW-DRNCHN-100279,39-158,RF,HIGHLAND VALLEY RD,D04-0-400,0900,MILE POST 04.0,GREEN VALLEY TRUCK TL,632.80120923,0,,,,,3,20,17,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,400 - RAMONA WEST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1171-E1,16X41-D7,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,75.063455,75.0634550054
6375353.49588814,1950891.95220289,DPW-DRNCHN-100280,39-159,RF,CREELMAN LN,14701-398,0200,ASHLEY RD,END CMR,22.89616997,0,,,,,2,2,2,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1172-H2,16X42-E8,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,58.60274787,58.602747872
6372736.96240731,1952657.62255605,DPW-DRNCHN-100281,39-161,RF,SAN VICENTE RD,E05-0-430,1500,CREELMAN LN,HANSON LN,1748.97774101,0,,,,,2,2,2,,,2,,,,,0,,,1,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,1172-G1,16X42-D8,3L1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,101.99651515,101.996515167
6383339.56095272,1976362.33662947,DPW-DRNCHN-100282,39-013,RF,BLACK CANYON RD,C05-0-398,0200,MILE POST 01.0,MILE POST 02.0,3019.85660687,0,,,,,10,3,10,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,39,398 - RAMONA EAST,2 - SUPERVISOR DISTRICT 2,RAMONA CPG,,,16X32-G10,3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,46.94705184,46.9470518472
6285715.62923248,2093547.93985622,DPW-DRNCHN-100965,57-006,RF,RAINBOW VALLEY BL,67300-397,0200,RAINBOW GLEN RD,HUFFSTATLER ST,2716.00460745,0,,,NATURAL,,10,5,5,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,57,397 - RAINBOW,5 - SUPERVISOR DISTRICT 5,RAINBOW CPG,,998-H5,15W54-E1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,4.29330228,4.29330228577
6286703.06623398,2094021.73549655,DPW-DRNCHN-100966,57-007,RF,EIGHTH ST,19999-397,0100,HUFFSTATLER ST,RAINBOW VALLEY BL,228.15084642,0,,,NATURAL,,5,5,10,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,57,397 - RAINBOW,5 - SUPERVISOR DISTRICT 5,RAINBOW CPG,,998-J5,15W54-E1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,55.21550935,55.2155093604
6287763.30263056,2095116.49741463,DPW-DRNCHN-100967,57-008,RF,RAINBOW VALLEY BL,67300-397,0600,CAM RAINBOW,FIFTH ST,295.05121765,0,,,NATURAL,,5,5,500,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,57,397 - RAINBOW,5 - SUPERVISOR DISTRICT 5,RAINBOW CPG,,998-J5,15W54-F1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,538.3720234,538.372023397
6287782.18251406,2095444.90948747,DPW-DRNCHN-100283,57-009,RF,E FIFTH ST PRD 88,P6231-PRD,0100,RAINBOW VALLEY BL/FIFTH ST,E. FIFTH ST/END,33.8550644,0,,,,,5,5,1065,,,,,,,,0,,,4,1,,,2 - DIVISION 2,57,397 - RAINBOW,5 - SUPERVISOR DISTRICT 5,RAINBOW CPG,,998-J4,15W54-F1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,1064.23671666,1064.23671667
6287775.75175264,2096923.91013838,DPW-DRNCHN-100284,57-010,RF,RAINBOW VALLEY BL,67300-397,0700,FIFTH ST,CHICA RD,1500.95489492,0,,,,,40,4,40,,,4,,,,,0,,,4,5,,,2 - DIVISION 2,57,397 - RAINBOW,5 - SUPERVISOR DISTRICT 5,RAINBOW CPG,,998-J4,15W44-F10,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,48.33495589,48.3349558912
6257414.36693747,2082127.92496663,DPW-DRNCHN-100980,57-026,RF,FALLBROOK ST,24000-140,0600,ELBROOK DR,VILLAGE VIEW PL,144.86324886,0,,,NATURAL,,10,5,30,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1027-G3,15W53-F5,2D1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,45.57795216,45.5779521671
6259313.89069748,2096168.9605328,DPW-DRNCHN-100297,57-053,RF,SANDIA CREEK DR,83850-140,0300,ROCK MTN DR,END CMR,226.18552849,0,,,,,10,10,20,,,,,,,,0,,,4,1,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,997-G5,15W53-F1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,110.14376041,110.143760409
6257683.49763282,2096147.03669213,DPW-DRNCHN-100981,57-055,RF,SANDIA CREEK DR,83850-140,0300,ROCK MTN DR,END CMR,2525.60409131,0,,,NATURAL,,5,3,40,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,997-G5,15W53-F1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,989.14972672,989.14972672
6259208.55068506,2095653.60296771,DPW-DRNCHN-100298,57-052,RF,SANDIA CREEK DR,83850-140,0200,RIVEREDGE RD,ROCK MTN DR,175.92867198,0,,,,,200,15,20,,,,,,,,0,,,4,3,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,997-G5,15W53-F1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,81.34772221,81.3477222199
6260584.41440314,2096573.77698039,DPW-DRNCHN-100299,57-056,RF,ROCK MOUNTAIN DR,82500-140,0100,SANDIA CREEK DR,GAVILAN MOUNTAIN RD,2551.62865761,0,,,,,10,10,300,,,,,,,,0,,,4,1,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,997-H4,15W53-G1,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,353.17243878,353.172438776
6235311.03942506,2106717.91876554,DPW-DRNCHN-100300,57-064,RF,DE LUZ MURRIETA RD,16510-140,0100,DE LUZ RD,MILE POST 10.0,2120.04393326,0,,,,,40,5,20,,,,,,,,0,,,4,3,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,PENDLETON-DE LUZ CPG,,996-G1,15W42-J7,1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,60.69484339,60.6948433871
6236632.61256932,2108918.68011205,DPW-DRNCHN-100301,57-065,RF,DE LUZ MURRIETA RD,16510-140,0200,MILE POST 10.0,MILE POST 11.0,1676.88807408,0,,,,,20,8,20,,,,,,,,0,,,4,3,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,PENDLETON-DE LUZ CPG,,976-G7,15W42-J7,1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,36.61247903,36.6124790237
6291772.04953431,2069876.71554521,DPW-DRNCHN-100982,57-091,RF,RICE CANYON RD,H01-0-397,0100,SR-76,MILE POST 01.0,824.54271704,0,,,NATURAL,,10,5,750,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,57,397 - RAINBOW,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1029-B7,15W54-G9,2E3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,755.22762203,755.227622018
6294477.95947681,2064926.71363421,DPW-DRNCHN-100983,57-080,RF,COUSER CANYON RD,B02-0-372,0200,MILE POST 01.0,MILE POST 02.0,1480.74511756,0,,,NATURAL,,10,5,1000,,,2,,,,,0,,,4,2,,,2 - DIVISION 2,57,372 - PALA-TEMECULA,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1049-C2,15X14-H1,2E3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,949.72714417,949.727144159
6285510.3773464,2054277.79136255,DPW-DRNCHN-100984,57-102,RF,OLD HWY 395,B40-2-335,0700,VIA URNER WY,WEST LILAC RD/WEST LILAC RD,3399.81288754,0,,,NATURAL,,20,20,500,,,2,,,,,0,,,4,1,,,2 - DIVISION 2,57,335 - MONSERATE,5 - SUPERVISOR DISTRICT 5,BONSALL CSG,,1048-J6,15X14-E4,2E3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,214.89486693,214.894866931
6255595.85121757,2087339.27510822,DPW-DRNCHN-100302,57-045,RF,DE LUZ RD,16500-140,0400,ROYAL GLEN DR,SANDIA CREEK DR,1135.4061236,0,,,,,8,0,500,,,,,,,,0,,,4,1,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1027-F1,15W53-E4,2D1,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,283.28222028,283.282220276
6288742.24391414,2090631.12679221,DPW-DRNCHN-100985,57-133,RF,RICE CANYON RD,H01-0-397,0500,MILE POST 04.0,RAINBOW HEIGHTS RD,1957.54495164,0,,,NATURAL,,3,2,2,,,2,,,,,0,,,1,1,,,2 - DIVISION 2,57,397 - RAINBOW,5 - SUPERVISOR DISTRICT 5,RAINBOW CPG,,998-J6,15W54-F2,2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,15.41274961,15.4127496122
6270089.88554965,2076631.69055229,DPW-DRNCHN-100303,57-042,RF,RECHE RD,80000-140,0600,GIRD RD,LIVE OAK PARK RD,373.09867155,0,,,,,20,20,10,,,,,,,,0,,,4,1,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1028-C5,15W53-K7,2D2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,52.59598904,52.5959890311
6270415.17754997,2076740.12110971,DPW-DRNCHN-100986,57-043,RF,RECHE RD,80000-140,0600,GIRD RD,LIVE OAK PARK RD,0,0,,,CONCRETE,,10,30,10,,,1,,,,,0,,,4,1,,,2 - DIVISION 2,57,140 - FALLBROOK,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1028-C5,15W53-K7,2D2,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/26,153.74936663,153.749366621
6272758.98322982,2072629.33011872,DPW-DRNCHN-100304,57-044,RF,GIRD RD,17400-335,0200,BLUEBELL LN,NUESTRA LN/VIA DEL ROBLES,2969.92758981,0,,,,,10,10,20,,,,,,,,0,,,4,1,,,2 - DIVISION 2,57,335 - MONSERATE,5 - SUPERVISOR DISTRICT 5,FALLBROOK CPG,,1028-D6,15W54-A8,2D2,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,44.90317909,44.9031790824
6324826.86695473,1979004.48456039,DPW-DRNCHN-100305,57-003,RF,OLD SAN PASQUAL RD,D71-0-445,0100,SAN PASQUAL RD,SUMMIT DR,879.09078864,0,,,,,10,5,2780,,,3,,,,,0,,,4,1,,,2 - DIVISION 2,64,445 - SAN PASQUAL,3 - SUPERVISOR DISTRICT 3,NORTH COUNTY METRO CPG,,1130-G6,15X35-H9,2K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,454.625949,454.625949012
