Supplier_Name,PWSID,Hydrologic_Region,County,Reporting_Month,Days-in-Month,Mandatory Restrictions,Days_Allowed/Week,Actions_Implemented,Current_Production,2013_Production,CII,Current_Ag,2013_Ag,Current_Recycled,Current_Non-revenue,Units,Population_Served,Percent_Residential_Use,R_GPCD_Reported ,R-GPCD_Calculated,Ag_Cert,Current_Production_Calculated,2013_Production_Calculated,Percent_Reduction,Complaints,Follow-ups,Warnings,Penalties_Rate,Penalties_Other,ID
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,12/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",584,786,374,,,,,AF,95359,74.00%,47,48,,190297235,256119223,25.70%,16,16,16,0,0,593-1512
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,11/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",627,816,237,,,,,AF,95358,70.00%,50,50,,204308846,265894766,23.20%,12,10,10,,0,593-1511
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,10/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",726,996,237,,,,,AF,95358,67.00%,53,54,,236568137,324548023,27.10%,24,20,20,,0,593-1510
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,9/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",770,1062,274,,,,,AF,95358,68.00%,60,60,,250905600,346054218,27.50%,18,17,17,,0,593-1509
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,8/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",891,1166,259,,,,,AF,95358,69.00%,68,68,,290333623,379942766,23.60%,41,34,34,,0,593-1508
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,7/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",786,1170,274,,,,,AF,95358,68.00%,59,59,,256119223,381246172,32.80%,34,34,34,,0,593-1507
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,6/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",823,1127,226,,,,,AF,95358,73.00%,68,68,,268175726,367234560,27.00%,18,18,18,,0,593-1506
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,5/15/2015 0:00,31,Yes,7,,765,1074,,,,,,AF,95358,64.00%,54,54,,249276343,349964435,28.80%,21,21,21,,0,593-1505
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,4/15/2015 0:00,30,Yes,7,,852,964,,,,,,AF,95358,67.00%,65,65,,277625418,314120778,11.60%,15,12,12,,0,593-1504
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,3/15/2015 0:00,31,Yes,7,,811.99,869.72,,,,,,AF,95358,73.00%,65.3,65,,264591360,283490743,6.70%,12,11,11,,0,593-1503
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,2/15/2015 0:00,28,Yes,,,678.04,690.51,,,,,,AF,95358,70.50%,58.3,58,,220927269,225163337,1.90%,,,,,,593-1502
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,1/15/2015 0:00,31,Yes,,,690.14,744.31,,,,,,AF,95358,79.00%,59.9,60,,224837486,242433463,7.30%,,,,,,593-1501
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,12/15/2014 0:00,31,Yes,,,605,786,,,,,,AF,95358,67.00%,44.8,45,,197140115,256119223,23.00%,,,,,,593-1412
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,11/15/2014 0:00,30,Yes,,,795,816,,,,,,AF,95358,45.00%,40.9,41,,259051886,265894766,2.60%,,,,,,593-1411
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,10/15/2014 0:00,31,No,,,942,996,,,,,,AF,95358,46.00%,47.8,48,,306952046,324548023,5.40%,,,,,,593-1410
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,9/15/2014 0:00,30,No,,,963,1062,,,,,,AF,95359,45.00%,49.3,49,,313794926,346054218,9.30%,,,,,,593-1409
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,8/15/2014 0:00,31,No,,,1057,1166,,,,,,AF,95358,45.00%,,52,,344424960,379942766,9.30%,,,,,,593-1408
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,7/15/2014 0:00,31,No,,,1087,1170,,,,,,AF,95358,45.00%,,54,,354200503,381246172,7.10%,,,,,,593-1407
California-American Water Company San Diego District,CA3710001,South Coast,SAN DIEGO,6/15/2014 0:00,30,No,,,1095,1147,,,,,,AF,95358,46.00%,,57,,356807315,373751589,4.50%,,,,,,593-1406
California-American Water Ventura District,CA5610040,South Coast,VENTURA,4/15/2016 0:00,30,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1030,1343,294,,,,,AF,62144,64.00%,115,115,,335626972,437618469,23.30%,154,133,133,6375,,594-1604
California-American Water Ventura District,CA5610040,South Coast,VENTURA,3/15/2016 0:00,31,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",871,1222,288,,,,,AF,62144,66.00%,97,97,,283816595,398190446,28.70%,98,79,79,6096,1,594-1603
California-American Water Ventura District,CA5610040,South Coast,VENTURA,2/15/2016 0:00,29,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",880,963,220,,,,,AF,62144,66.00%,106,105,,286749258,313794926,8.60%,34,32,32,3929,0,594-1602
California-American Water Ventura District,CA5610040,South Coast,VENTURA,1/15/2016 0:00,31,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",730,1057,247,,,,,AF,62144,67.00%,83,83,,237871543,344424960,30.90%,21,21,21,5316,0,594-1601
California-American Water Ventura District,CA5610040,South Coast,VENTURA,12/15/2015 0:00,31,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",966,1257,359,,,,,AF,62144,66.00%,108,108,,314772480,409595246,23.20%,73,71,71,8048,1,594-1512
California-American Water Ventura District,CA5610040,South Coast,VENTURA,11/15/2015 0:00,30,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1094,1306,393,,,,,AF,62144,67.00%,129,128,,356481463,425561966,16.20%,57,49,49,,2,594-1511
California-American Water Ventura District,CA5610040,South Coast,VENTURA,10/15/2015 0:00,31,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1182,1662,331,,,,,AF,62144,62.00%,123,124,,385156389,541565075,28.90%,192,182,182,,0,594-1510
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,2/15/2016 0:00,29,No,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses",439.74,513.65,,,,,,MG,177808,71.00%,60.55,61,,440000000,514000000,14.40%,36,36,30,0,0,596-1602
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,1/15/2016 0:00,31,No,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses",428.97,436.84,,,,,,MG,177808,71.00%,55.26,55,,429000000,437000000,1.80%,37,5,20,0,0,596-1601
California-American Water Ventura District,CA5610040,South Coast,VENTURA,9/15/2015 0:00,30,Yes,1,"Raised rates,Instituted surcharges,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Instituted use of SmartMeters for data tracking and enforcement,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1222,1792,444,,,,,AF,62144,67.00%,142,143,,398190446,583925761,31.80%,246,216,216,,0,594-1509
California-American Water Ventura District,CA5610040,South Coast,VENTURA,8/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1389,1827,410,,,,,AF,62144,65.00%,152,153,,452607635,595330561,24.00%,132,116,116,,0,594-1508
California-American Water Ventura District,CA5610040,South Coast,VENTURA,7/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1283,1855,419,,,,,AF,62144,66.00%,144,143,,418067383,604454401,30.80%,94,79,79,,0,594-1507
California-American Water Ventura District,CA5610040,South Coast,VENTURA,6/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Instituted use of behavioral modification programs,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1257,1721,409,,,,,AF,62144,67.00%,148,147,,409595246,560790309,27.00%,11,11,11,,0,594-1506
California-American Water Ventura District,CA5610040,South Coast,VENTURA,5/15/2015 0:00,31,Yes,7,,1272,1744,,,,,,AF,62144,64.00%,137,138,,414483018,568284892,27.10%,14,13,13,,0,594-1505
California-American Water Ventura District,CA5610040,South Coast,VENTURA,4/15/2015 0:00,30,Yes,7,,1270,1343,,,,,,AF,62144,66.00%,147,147,,413831315,437618469,5.40%,29,25,25,,0,594-1504
California-American Water Ventura District,CA5610040,South Coast,VENTURA,3/15/2015 0:00,31,Yes,7,,1147.41,1222.47,,,,,,AF,62144,66.60%,129.3,129,,373751589,398190446,6.10%,11,10,10,,0,594-1503
California-American Water Ventura District,CA5610040,South Coast,VENTURA,2/15/2015 0:00,28,Yes,,,958.63,963.28,,,,,,AF,62144,66.10%,118.7,119,,312491520,313794926,0.40%,,,,,,594-1502
California-American Water Ventura District,CA5610040,South Coast,VENTURA,1/15/2015 0:00,31,Yes,,,974.47,1056.62,,,,,,AF,62144,70.00%,114.8,115,,317379292,344424960,7.90%,,,,,,594-1501
California-American Water Ventura District,CA5610040,South Coast,VENTURA,12/15/2014 0:00,31,Yes,,,733,1257,,,,,,AF,62144,65.00%,80.4,81,,238849097,409595246,41.70%,,,,,,594-1412
California-American Water Ventura District,CA5610040,South Coast,VENTURA,11/15/2014 0:00,30,Yes,,,1215,1306,,,,,,AF,62144,60.00%,127.8,127,,395909486,425561966,7.00%,,,,,,594-1411
California-American Water Ventura District,CA5610040,South Coast,VENTURA,10/15/2014 0:00,31,No,,,1518,1662,,,,,,AF,62144,64.00%,164.3,164,,494642469,541565075,8.70%,,,,,,594-1410
California-American Water Ventura District,CA5610040,South Coast,VENTURA,9/15/2014 0:00,30,No,,,1642,1792,,,,,,AF,62144,57.00%,163.6,164,,535048046,583925761,8.40%,,,,,,594-1409
California-American Water Ventura District,CA5610040,South Coast,VENTURA,8/15/2014 0:00,31,No,,,1711,1827,,,,,,AF,62144,69.00%,,200,,557531795,595330561,6.30%,,,,,,594-1408
California-American Water Ventura District,CA5610040,South Coast,VENTURA,7/15/2014 0:00,31,No,,,1781,1855,,,,,,AF,62144,63.00%,,190,,580341395,604454401,4.00%,,,,,,594-1407
California-American Water Ventura District,CA5610040,South Coast,VENTURA,6/15/2014 0:00,30,No,,,1707,1775,,,,,,AF,62144,63.00%,,188,,556228389,578386286,3.80%,,,,,,594-1406
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,4/15/2016 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",611.41,925.11,,,,,,MG,177808,71.00%,81.38,81,,611000000,925000000,33.90%,33,29,0,0,0,596-1604
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,3/15/2016 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times",489.15,788.66,,,,,,MG,177808,71.00%,63.06,63,,489000000,789000000,38.00%,27,20,2,0,,596-1603
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,12/15/2015 0:00,31,No,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses",475.38,509.15,,,,,,MG,177808,71.00%,61.23,61,,475000000,509000000,6.70%,29,18,2,0,0,596-1512
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,11/15/2015 0:00,30,No,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times",529.99,700.37,,,,,,MG,177808,71.00%,70.54,71,,530000000,700000000,24.30%,47,11,15,,0,596-1511
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,10/15/2015 0:00,31,No,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses",751.12,992.21,,,,,,MG,177808,71.00%,96.75,97,,751000000,992000000,24.30%,115,21,91,,,596-1510
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,9/15/2015 0:00,30,No,2,,853.97,1145.29,,,,,,MG,177808,71.00%,113.67,114,,854000000,1145000000,25.40%,254,34,244,,0,596-1509
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,8/15/2015 0:00,31,No,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses",926.95,1232.31,,,,,,MG,177808,71.00%,118.76,119,,927000000,1232000000,24.80%,389,350,28,,0,596-1508
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,7/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses",908.67,1426.99,,,,,,MG,177808,71.00%,117.04,117,,909000000,1427000000,36.30%,459,23,364,,0,596-1507
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,6/15/2015 0:00,30,Yes,2,,825.19,1397.07,,,,,,MG,177808,71.00%,109.83,110,,825000000,1397000000,40.90%,394,34,200,,0,596-1506
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,5/15/2015 0:00,31,Yes,2,,770,1244,,,,,,MG,177808,71.00%,103,99,,770000000,1244000000,38.10%,139,0,139,,0,596-1505
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,4/15/2015 0:00,30,No,7,,688,925,,,,,,MG,177808,71.00%,91.6,92,,688000000,925000000,25.60%,111,111,111,,0,596-1504
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,3/15/2015 0:00,31,Yes,7,,576.24,830.41,,,,,,MG,177808,71.00%,74.22,74,,576000000,830000000,30.60%,66,8,22,,0,596-1503
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,2/15/2015 0:00,28,Yes,,,394,542,,,,,,MG,177808,71.00%,56.19,56,,394000000,542000000,27.30%,,,,,,596-1502
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,1/15/2015 0:00,31,No,,,404.92,464.01,,,,,,MG,177808,71.00%,53.9,52,,405000000,464000000,12.70%,,,,,,596-1501
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,12/15/2014 0:00,31,Yes,,,445.56,509.15,,,,,,MG,177808,71.00%,59.31,57,,446000000,509000000,12.40%,,,,,,596-1412
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,11/15/2014 0:00,30,Yes,,,567.82,700.37,,,,,,MG,177808,71.00%,75.58,76,,568000000,700000000,18.90%,,,,,,596-1411
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,10/15/2014 0:00,31,Yes,,,935,992,,,,,,MG,173953,71.00%,127,123,,935000000,992000000,5.70%,,,,,,596-1410
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,9/15/2014 0:00,30,Yes,,,1051,1145,,,,,,MG,169963,71.00%,146,146,,1051000000,1145000000,8.20%,,,,,,596-1409
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,8/15/2014 0:00,31,Yes,,,1139,1232,,,,,,MG,169963,71.00%,,153,,1139000000,1232000000,7.50%,,,,,,596-1408
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,7/15/2014 0:00,31,No,,,1224,1427,,,,,,MG,169963,71.00%,,165,,1224000000,1427000000,14.20%,,,,,,596-1407
Stockton  City of,CA3910012,San Joaquin River,SAN JOAQUIN,6/15/2014 0:00,30,No,,,1102,1293,,,,,,MG,169963,71.00%,,153,,1102000000,1293000000,14.80%,,,,,,596-1406
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,4/15/2016 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",136.18,201.62,17.7,,,,,AF,16126,87.00%,79.81,80,,44315794,65821989,32.70%,0,0,0,0,0,597-1604
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,3/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",108.82,185.41,14.15,,,,,AF,16126,87.00%,61.72,62,,35517806,60282514,41.10%,1,1,0,0,0,597-1603
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,2/15/2016 0:00,29,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",124.05,127.83,16.13,,,,,AF,16126,87.00%,75.21,75,,40405577,41708983,3.10%,1,1,,,,597-1602
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,1/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",89.65,137.69,11.65,,,,,AF,16126,87.00%,50.85,51,,29326629,44967497,34.80%,0,,,0,0,597-1601
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,12/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",120.49,150.58,15.66,,,,,AF,16126,87.00%,68.34,68,,39102171,49203566,20.50%,1,1,0,0,0,597-1512
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,11/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",148.87,189.2,19.35,,,,,AF,16126,87.00%,87.25,87,,48551863,61585920,21.20%,0,,,,,597-1511
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,10/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",148.32,220.62,19.28,,,,,AF,16126,87.00%,84.12,84,,48226011,72013166,33.00%,1,1,0,,0,597-1510
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,9/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times",177.07,261.61,23.02,,,,,AF,16126,87.00%,103.78,104,,57675703,85373074,32.40%,5,5,1,,0,597-1509
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,8/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days",191.25,270.45,24.86,,,,,AF,16126,87.00%,108.47,108,,62237623,87979886,29.30%,,,,,,597-1508
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,7/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times",179.44,258.2,23.33,,,,,AF,16126,87.00%,101.77,102,,58327406,84069669,30.60%,6,6,1,,0,597-1507
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,6/15/2015 0:00,30,Yes,2,,167.86,260.16,21.82,,,,,AF,16126,87.00%,98.38,98,,54743040,84721372,35.40%,6,6,0,,0,597-1506
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,5/15/2015 0:00,31,Yes,2,,153.79,262.24,19.99,,,,,AF,16126,87.00%,87.23,87,,50181120,85373074,41.20%,1,1,0,,0,597-1505
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,4/15/2015 0:00,30,Yes,2,,162.09,201.62,,,,,,AF,16126,87.00%,95,95,,52787931,65821989,19.80%,2,2,0,,0,597-1504
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,3/15/2015 0:00,31,Yes,,,153.01,185.41,,,,,,AF,16126,87.00%,89.68,87,,49855269,60282514,17.30%,,,,,,597-1503
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,2/15/2015 0:00,28,Yes,,,129.46,127.83,,,,,,AF,16126,87.00%,81.29,81,,42034834,41708983,-0.80%,,,,,,597-1502
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,1/15/2015 0:00,31,Yes,,,128.91,137.69,,,,,,AF,16126,87.00%,73.11,73,,42034834,44967497,6.50%,,,,,,597-1501
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,12/15/2014 0:00,31,Yes,,,110.14,150.58,,,,,,AF,16126,87.00%,65,62,,35843657,49203566,27.20%,,,,,,597-1412
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,11/15/2014 0:00,30,Yes,,,163.39,189.2,,,,,,AF,16126,87.00%,95.76,96,,53113783,61585920,13.80%,,,,,,597-1411
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,10/15/2014 0:00,31,Yes,,,212.06,220.62,,,,,,AF,16126,87.00%,129.31,120,,69080503,72013166,4.10%,,,,,,597-1410
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,9/15/2014 0:00,30,Yes,,,228.32,261.61,,,,,,AF,16126,87.00%,133.8,134,,74294126,85373074,13.00%,,,,,,597-1409
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,8/15/2014 0:00,31,Yes,,,235,298,,,,,,AF,16126,87.00%,,133,,76575086,97103726,21.10%,,,,,,597-1408
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,7/15/2014 0:00,31,Yes,,,254.6,264.8,,,,,,AF,16126,87.00%,,145,,83092114,86350629,3.80%,,,,,,597-1407
Lincoln Avenue Water Company,CA1910063,South Coast,LOS ANGELES,6/15/2014 0:00,30,Yes,,,249.5,234.1,,,,,,AF,16126,87.00%,,146,,81462857,76249234,-6.80%,,,,,,597-1406
Whittier  City of,CA1910173,South Coast,LOS ANGELES,4/15/2016 0:00,30,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",596.6,891.47,92.72,,,6.72,59.66,AF,49954,72.00%,93.39,93,,194533303,290333623,33.00%,10,10,10,0,0,598-1604
Whittier  City of,CA1910173,South Coast,LOS ANGELES,3/15/2016 0:00,31,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",502.23,622.63,80.45,,,1.6,50.22,AF,49954,72.00%,76.09,76,,163577417,203005440,19.40%,4,4,4,0,0,598-1603
Whittier  City of,CA1910173,South Coast,LOS ANGELES,2/15/2016 0:00,29,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",440.67,471.94,98.72,,,3.6,44.07,AF,49954,72.00%,71.37,71,,143700480,153801874,6.60%,8,8,8,,,598-1602
Whittier  City of,CA1910173,South Coast,LOS ANGELES,1/15/2016 0:00,31,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",395,559.85,84.21,,,3.4,39.5,AF,49954,72.00%,59.84,60,,128711314,182476800,29.50%,12,12,12,0,0,598-1601
San Luis Obispo  City of,CA4010009,Central Coast,SAN LUIS OBISPO,10/15/2014 0:00,31,Yes,,,481,531,,,,,,AF,45541,60.00%,72,67,,156734537,173027109,9.40%,,,,,,601-1410
Whittier  City of,CA1910173,South Coast,LOS ANGELES,12/15/2015 0:00,31,Yes,3,"Raised rates,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",428.57,521.46,104.83,,,5.24,42.86,AF,49954,72.00%,64.92,65,,139790263,169768595,17.70%,1,1,1,0,0,598-1512
