INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
VINCENNES AND 111TH,2531,11100 S VINCENNES AVE,12/13/2014,3,1167202.128381332,1831126.639262444,41.692160999,-87.663472469,"(41.69216099874656, -87.66347246868617)"
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,12/13/2014,11,,,,,
CENTRAL AND FULLERTON,1444,5600 W FULLERTON AVENU,12/13/2014,2,1138627.279189421,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)"
PULASKI AND ARMITAGE,1843,4000 W ARMITAGE AVENUE,12/13/2014,2,1149375.428872108,1913028.984273181,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
PULASKI AND DIVERSEY,1542,2800 N PULASKI ROAD,12/13/2014,3,1149200.724531183,1918332.222549679,41.931831026,-87.727126873,"(41.93183102561505, -87.72712687300454)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123,400 E 31ST STREET,12/13/2014,2,1179437.985396417,1884565.84226022,41.838534018,-87.617046113,"(41.838534018118914, -87.61704611345726)"
COLUMBUS AND ILLINOIS,1951,500 N COLUMBUS DRIVE,12/13/2014,12,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
PERSHING AND WESTERN,2112,3900 S WESTERN BLVD,12/13/2014,3,1161130.992078755,1878746.226354636,41.822963628,-87.684384785,"(41.82296362788048, -87.68438478541296)"
CICERO AND WASHINGTON,1891,100 N CICERO AVENUE,12/13/2014,7,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)"
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,12/13/2014,29,,,,,
CICERO AND I55,2252,4200 S CICERO AVENUE,12/13/2014,10,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
79TH AND HALSTED,2541,7900 S HALSTED STREET,12/13/2014,5,1172298.707400847,1852444.344822186,41.750549559,-87.644188368,"(41.750549559438944, -87.64418836784098)"
CICERO AND I55,2251,4200 S CICERO AVENUE,12/13/2014,22,1145023.742859509,1876358.276835519,41.816729387,-87.743536712,"(41.81672938674739, -87.74353671247594)"
PULASKI AND LAWRENCE,1173,4000 W LAWRENCE AVENUE,12/13/2014,1,1148844.220085601,1931638.45430438,41.968351285,-87.728091672,"(41.96835128527914, -87.72809167198088)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,12/13/2014,9,1132590.619798275,1942138.532048656,41.997463981,-87.787610243,"(41.99746398102873, -87.78761024341388)"
WESTERN AND MARQUETTE,2672,6700 S WESTERN AVENUE,12/13/2014,10,1161488.747635042,1860134.788366884,41.771884028,-87.683588402,"(41.77188402771193, -87.68358840206334)"
WESTERN AND CERMAK,1002,2200 S WESTERN AVENUE,12/13/2014,7,1160669.42562757,1889318.196820393,41.85198384,-87.685785704,"(41.85198383957328, -87.68578570420526)"
WESTERN AND CERMAK,1003,2400 W CERMAK ROAD,12/13/2014,2,1160678.000607329,1889375.645335924,41.852141307,-87.685752642,"(41.85214130680468, -87.6857526415569)"
WENTWORTH AND GARFIELD,2264,200 W GARFIELD BLVD,12/13/2014,25,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)"
KEDZIE AND 31ST,2132,3100 S KEDZIE AVENUE,12/13/2014,6,1155483.167539854,1883867.660503274,41.837132671,-87.704967115,"(41.837132671422296, -87.70496711478727)"
CANAL AND ROOSEVELT,2294,500 W ROOSEVELT ROAD,12/13/2014,5,1173290.72186561,1895021.166235495,41.867362693,-87.639293195,"(41.867362692616666, -87.63929319464197)"
COLUMBUS AND ILLINOIS,1952,500 N COLUMBUS DRIVE,12/13/2014,8,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
LAFAYETTE AND 87TH,2503,30 W 87TH STREET,12/13/2014,19,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)"
99TH AND HALSTED,2431,9900 S HALSTED ST,12/13/2014,6,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)"
CICERO AND DIVERSEY,1691,2800 N CICERO AVENUE,12/14/2014,1,1143863.647574835,1918202.018463414,41.931575608,-87.746743301,"(41.93157560844622, -87.74674330113561)"
GRAND AND OAK PARK,1524,6800 W GRAND AVENUE,12/14/2014,16,1130668.89526974,1915248.469290467,41.923708193,-87.795300781,"(41.92370819286044, -87.79530078123082)"
MADISON AND CENTRAL,1754,5600 W MADISON STREET,12/14/2014,3,1139033.690528149,1899503.712147867,41.880354556,-87.764948136,"(41.88035455632559, -87.76494813634785)"
KIMBALL AND LINCOLN,2741,6200 N KIMBALL AVENUE,12/14/2014,2,1152543.355058345,1940954.1008022,41.993841437,-87.714242493,"(41.99384143707685, -87.71424249302686)"
95TH AND STONEY ISLAND,2513,1600 E 95TH STREET,12/14/2014,9,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
RIDGE AND CLARK,1051,5930 N CLARK STREET,12/14/2014,6,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)"
MADISON AND WESTERN,1934,2400 W MADISON,12/14/2014,2,1160384.621277157,1899988.655722373,41.881270504,-87.68653594,"(41.88127050428818, -87.68653594017124)"
GRAND AND OAK PARK,1523,6800 W GRAND AVENUE,12/14/2014,8,1130668.89526974,1915248.469290467,41.923708193,-87.795300781,"(41.92370819286044, -87.79530078123082)"
95TH AND STONEY ISLAND,2514,1600 E 95TH STREET,12/14/2014,1,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
31ST AND CALIFORNIA,2061,3100 S CALIFORNIA,12/14/2014,7,1158151.943135347,1883939.950079683,41.83727705,-87.695172247,"(41.837277050366296, -87.69517224651918)"
PULASKI AND CHICAGO,1982,800 N PULASKI ROAD,12/14/2014,1,1149538.444844035,1905079.034990625,41.895456457,-87.726230541,"(41.895456456825386, -87.72623054051289)"
BLUE ISLAND AND DAMEN,2281,2416 S DAMEN AVENUE,12/14/2014,2,1163378.697434511,1887916.370760201,41.848080596,-87.675881338,"(41.84808059558783, -87.67588133802435)"
PULASKI AND FULLERTON,1481,2400 N PULASKI RD,12/14/2014,2,1149275.963864089,1915687.631931757,41.924572574,-87.726919111,"(41.92457257416937, -87.72691911144182)"
ARCHER/NARRAGANSETT AND 55TH,2073,6400 W ARCHER AVE,12/14/2014,11,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)"
CALIFORNIA AND DIVERSEY,1511,2800 N CALIFORNIA AVE,12/14/2014,8,1157189.355049829,1918495.644754069,41.932120719,-87.6977653,"(41.93212071910647, -87.69776530036465)"
LAWRENCE AND CICERO,1041,4800 N CICERO AVE,12/14/2014,8,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
PULASKI AND FULLERTON,1484,4000 W FULLERTON AVE,12/14/2014,1,1149303.081963737,1915695.275222648,41.924593022,-87.726819268,"(41.92459302175305, -87.7268192684032)"
ARCHER AND CICERO,2084,5400 S ARCHER AVE,12/14/2014,5,1145209.426392053,1869810.657411975,41.798758208,-87.743020541,"(41.798758207843264, -87.74302054146467)"
HALSTED AND DIVISION,1711,1200 N HALSTED,12/14/2014,3,1170746.639428735,1908242.256010774,41.903698308,-87.648245351,"(41.90369830765008, -87.64824535062563)"
COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,12/14/2014,3,1183531.307692447,1842122.302108743,41.721970465,-87.60334804,"(41.72197046522736, -87.60334804007711)"
87TH AND VINCENNES,2413,848 W 87TH STREET,12/14/2014,4,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)"
RIDGE AND CLARK,1052,5930 N CLARK STREET,12/14/2014,3,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)"
WESTERN AND 63RD,2371,6300 S WESTERN AVE,12/14/2014,2,1161415.712688877,1862772.38856596,41.779123484,-87.683783099,"(41.77912348383963, -87.68378309863576)"
PULASKI AND 63RD,2343,4000 W 63RD ST,12/14/2014,2,1150768.346768175,1862564.615405259,41.77876739,-87.722823195,"(41.778767390084305, -87.72282319530368)"
LAWRENCE AND CICERO,1042,4800 N CICERO AVENUE,12/14/2014,4,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
SACRAMENTO AND CHICAGO,1812,800 N SACRAMENTO AVEN,12/14/2014,6,1156039.008141929,1905193.084100581,41.895640714,-87.702352328,"(41.89564071387542, -87.70235232767416)"
ARCHER/NARRAGANSETT AND 55TH,2074,6400 W ARCHER AVE,12/14/2014,5,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)"
GARFIELD AND ASHLAND,2274,1600 W GARFIELD BLVD,12/14/2014,5,1166593.072608676,1868281.842213365,41.79413322,-87.664645263,"(41.79413322022423, -87.66464526320254)"
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,12/14/2014,23,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,12/14/2014,4,,,,,
STONEY ISLAND AND 79TH,2462,7900 S STONEY ISLAND,12/14/2014,2,1188181.571068297,1852908.934789311,41.751460603,-87.585971993,"(41.75146060316686, -87.5859719929647)"
ELSTON AND FOSTER,1062,5200 N ELSTON AVENUE,12/14/2014,1,1142327.864249356,1934110.317720717,41.975258095,-87.751990557,"(41.97525809526954, -87.75199055715778)"
HARLEM AND BELMONT,1394,7200 W BELMONT AVE,12/14/2014,3,1127504.698153561,1920475.415440844,41.938105479,-87.806809552,"(41.93810547939496, -87.80680955240743)"
PULASKI AND PETERSON,1263,4000 W PETERSON AVENUE,12/14/2014,5,1148618.560490339,1939615.133928395,41.990244186,-87.728714391,"(41.99024418564742, -87.7287143910091)"
CALIFORNIA AND PETERSON,1313,2800 W PETERSON AVENUE,12/14/2014,3,1156569.515341857,1939784.830544118,41.990552082,-87.699464396,"(41.990552081681564, -87.69946439622785)"
CICERO AND CHICAGO,1781,800 N CICERO AVENUE,12/14/2014,3,1144169.162482127,1904893.189220372,41.895049038,-87.745955516,"(41.89504903796389, -87.74595551626888)"
ASHLAND AND 47TH,2191,4700 S ASHLAND AVENUE,12/14/2014,1,1166423.624284841,1873520.235394001,41.808511597,-87.665117292,"(41.8085115972472, -87.66511729173287)"
CORNELL DRIVE AND 57TH,2182,5700 S CORNELL DRIVE,12/14/2014,5,1188165.732740433,1867529.196427323,41.791580204,-87.585564215,"(41.79158020433135, -87.58556421519536)"
VINCENNES AND 111TH,2531,11100 S VINCENNES AVE,12/14/2014,2,1167202.128381332,1831126.639262444,41.692160999,-87.663472469,"(41.69216099874656, -87.66347246868617)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,12/14/2014,6,1144444.97442848,1896894.622216872,41.873094833,-87.745143869,"(41.873094832519136, -87.74514386884542)"
COTTAGE GROVE AND 71ST,2572,7100 S COTTAGE GROVE,12/14/2014,1,1182746.23698699,1858088.011064538,41.765800351,-87.605729127,"(41.76580035131893, -87.6057291269901)"
75TH AND STATE,2624,1 E 75TH STREET,12/14/2014,7,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
CICERO AND ADDISON,1611,3600 N CICERO AVENUE,12/14/2014,4,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)"
KEDZIE AND 47TH,2104,3200 W 47TH ST,12/14/2014,1,1155815.231505056,1873336.169728074,41.808226246,-87.704031672,"(41.808226246244026, -87.70403167215984)"
CICERO AND FULLERTON,1474,4800 W FULLERTON AVE,12/14/2014,2,1143967.570794243,1915568.504954477,41.924347036,-87.74642764,"(41.924347036010694, -87.74642763965628)"
35TH AND WESTERN,2092,3500 S WESTERN,12/14/2014,1,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)"
83RD AND STONY ISLAND,2563,1600 E 83RD STREET,12/14/2014,3,1188383.194217679,1850307.01299095,41.744315875,-87.585316041,"(41.74431587464464, -87.58531604125469)"
PETERSON AND WESTERN,1014,2400 W PETERSON,12/14/2014,5,1159214.211316277,1939825.301874586,41.99060901,-87.689735481,"(41.990609009807294, -87.68973548092968)"
KEDZIE AND ARMITAGE,1834,3200 W ARMITAGE AVENUE,12/14/2014,1,1154700.851347995,1913153.252187904,41.917511023,-87.707053639,"(41.91751102291878, -87.7070536388797)"
CORTLAND AND ASHLAND,1721,1900 N ASHLAND AVE,12/14/2014,16,1165348.084854857,1912736.454335569,41.916147281,-87.667947354,"(41.91614728095272, -87.66794735350443)"
HALSTED AND NORTH,1764,800 W NORTH AVENUE,12/14/2014,3,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)"
FULLERTON AND NARRAGANSETT,1553,6400 W FULLERTON AVENU,12/14/2014,4,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)"
HALSTED AND 103RD,2593,800 W 103RD STREET,12/14/2014,4,1172778.570616036,1836587.755252818,41.70702632,-87.642896007,"(41.707026319812215, -87.64289600741817)"
WESTERN AND CERMAK,1002,2200 S WESTERN AVENUE,12/14/2014,4,1160669.42562757,1889318.196820393,41.85198384,-87.685785704,"(41.85198383957328, -87.68578570420526)"
ARCHER AND CICERO,2081,5200 S CICERO AVE,12/14/2014,11,1145195.931989777,1869737.708306623,41.798558278,-87.743071866,"(41.798558278193305, -87.74307186616427)"
DIVISION AND DAMEN,1734,2000 W DIVISION,12/14/2014,7,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)"
ROOSEVELT AND PULASKI,2311,1200 S PULASKI ROAD,12/14/2014,2,1149866.002247864,1894375.839200384,41.866079337,-87.725305995,"(41.86607933722178, -87.7253059948758)"
DIVISION AND DAMEN,1733,2000 W DIVISION,12/14/2014,3,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)"
ASHLAND AND FULLERTON,1651,2400 N ASHLAND AVENUE,12/14/2014,8,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)"
WESTERN AND NORTH,1853,2400 W NORTH AVE,12/14/2014,2,1160100.839010995,1910612.783367238,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)"
79TH AND HALSTED,2543,800 W 79TH STREET,12/14/2014,3,1172320.105719411,1852517.9814434,41.750751157,-87.644107793,"(41.75075115747316, -87.64410779300933)"
HAMLIN AND MADISON,1901,0 N HAMLIN BOULEVARD,12/14/2014,1,,,,,
CALIFORNIA AND DIVERSEY,1514,2800 W DIVERSEY,12/14/2014,11,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
75TH AND STATE,2621,7500 S STATE STREET,12/14/2014,7,1177538.763040612,1855235.551345519,41.758092176,-87.624902228,"(41.75809217638291, -87.6249022282473)"
CENTRAL AND DIVERSEY,1642,2800 N CENTRAL AVENUE,12/14/2014,1,1138516.407377375,1918089.499227987,41.931365552,-87.766396529,"(41.93136555236339, -87.76639652879172)"
PULASKI AND ARCHER,2154,5000 S ARCHER AVE,12/14/2014,2,1150501.818909837,1871162.311703322,41.802365973,-87.723576766,"(41.80236597333895, -87.72357676611004)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,12/14/2014,1,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)"
ASHLAND AND MADISON,1914,1600 W MADISON,12/14/2014,6,1165723.014733182,1900136.515489506,41.881564167,-87.666929463,"(41.8815641670199, -87.66692946294842)"
GARFIELD AND ASHLAND,2272,5500 S ASHLAND AVENUE,12/14/2014,1,1166573.960309557,1868083.777885787,41.793590116,-87.664720996,"(41.793590115883404, -87.66472099593501)"
SHERIDAN AND FOSTER,1134,1000 W FOSTER AVE,12/14/2014,1,1168689.247756979,1934758.578141654,41.976505116,-87.655031882,"(41.97650511595711, -87.65503188224778)"
STATE AND 79TH,2651,7900 S STATE STREET,12/14/2014,4,1177618.166929966,1852621.870232838,41.750918138,-87.624690123,"(41.7509181383154, -87.62469012251644)"
HALSTED AND 83RD,2642,8300 S HALSTED STREET,12/14/2014,3,1172378.202798089,1849790.199606783,41.743264491,-87.64397498,"(41.743264490643654, -87.64397498015705)"
ASHLAND AND 87TH,2454,1600 W 87TH ST,12/14/2014,8,1167171.941297436,1847064.855345151,41.735898617,-87.663128781,"(41.735898617066006, -87.66312878090133)"
PULASKI AND ARMITAGE,1844,4000 W ARMITAGE AVENUE,12/14/2014,1,1149375.428872108,1913028.984273181,41.917275069,-87.726622746,"(41.91727506940875, -87.72662274644799)"
KIMBALL AND DIVERSEY,1583,3400 W DIVERSEY AVENUE,12/14/2014,1,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)"
BLUE ISLAND AND DAMEN,2283,2416 S BLUE ISLAND AV,12/14/2014,5,1163271.402680135,1888053.313412189,41.848458633,-87.676271269,"(41.848458633352884, -87.67627126912292)"
ASHLAND AND LAWRENCE,1142,4800 N ASHLAND AVENUE,12/14/2014,9,1164751.686785145,1932001.206626392,41.96902343,-87.669590434,"(41.969023429614026, -87.66959043354217)"
SACRAMENTO AND LAKE,1822,150 N SACRAMENTO BOUL,12/14/2014,7,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
KOSTNER AND NORTH,2013,4400 W NORTH,12/14/2014,3,1146738.551618032,1910309.595368032,41.909863573,-87.736380296,"(41.90986357340246, -87.73638029605371)"
BELMONT AND KEDZIE,1371,3200 N KEDZIE AVENUE,12/14/2014,1,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
ASHLAND AND 63RD,2683,1600 W 63RD STREET,12/14/2014,1,1166730.185044193,1862976.010016387,41.779570436,-87.664293875,"(41.77957043618697, -87.66429387512882)"
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,12/14/2014,8,,,,,
HARLEM AND BELMONT,1391,3200 N HARLEM AVE,12/14/2014,4,1127481.020995451,1920467.613239239,41.938084468,-87.806896749,"(41.93808446822169, -87.80689674887883)"
KEDZIE AND 71ST,2354,3200 W 71ST STREET,12/14/2014,1,1156246.862901455,1857404.014959868,41.764497433,-87.702877023,"(41.76449743256955, -87.70287702335861)"
CORNELL DRIVE AND 57TH,2181,5700 S CORNELL DRIVE,12/14/2014,8,1188165.732740433,1867529.196427323,41.791580204,-87.585564215,"(41.79158020433135, -87.58556421519536)"
WESTERN AND FOSTER,1072,5200 N WESTERN AVE,12/14/2014,5,1159372.922497116,1934478.313674003,41.975933372,-87.689299589,"(41.97593337199358, -87.6892995891816)"
PULASKI AND NORTH,1992,1600 N PULASKI AVENUE,12/14/2014,2,1149432.959240306,1910369.112502195,41.90997501,-87.726480523,"(41.909975010236906, -87.72648052306623)"
87TH AND VINCENNES,2412,8700 S VINCENNES,12/14/2014,3,1172026.328989535,1847142.496643776,41.736006565,-87.645341819,"(41.73600656458518, -87.64534181897955)"
FULLERTON AND NARRAGANSETT,1554,6400 W FULLERTON AVENU,12/14/2014,3,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)"
HALSTED AND MADISON,1872,1 N HALSTED STREET,12/14/2014,5,1171090.967986833,1900270.454015136,41.881815632,-87.647214717,"(41.88181563164203, -87.64721471704077)"
ASHLAND AND 87TH,2452,8700 S ASHLAND AVE,12/14/2014,2,1167150.470087748,1846991.212339794,41.735696989,-87.663209544,"(41.73569698863625, -87.66320954445679)"
IRVING PARK AND KEDZIE,1353,3200 W IRVING PARK ROAD,12/14/2014,4,1154325.140302006,1926458.463197156,41.954029047,-87.708077494,"(41.95402904691877, -87.70807749383191)"
WESTERN AND TOUHY,1251,7200 N WESTERN AVENUE,12/14/2014,3,1158975.66256211,1947754.286963361,42.012371335,-87.690393917,"(42.012371334791766, -87.69039391737863)"
HALSTED AND 63RD,2691,6300 S HALSTED STREET,12/14/2014,4,1172011.176373021,1863049.419962901,41.7796575,-87.644930993,"(41.77965750036339, -87.64493099278877)"
55TH and PULASKI,2244,4000 W 55TH ST,12/14/2014,1,1150621.676903861,1867864.274865394,41.793313334,-87.723223038,"(41.79331333358753, -87.72322303812588)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123,400 E 31ST STREET,12/14/2014,2,1179437.985396417,1884565.84226022,41.838534018,-87.617046113,"(41.838534018118914, -87.61704611345726)"
HALSTED AND 63RD,2692,6300 S HALSTED STREET,12/14/2014,2,1172011.176373021,1863049.419962901,41.7796575,-87.644930993,"(41.77965750036339, -87.64493099278877)"
KEDZIE AND 31ST,2132,3100 S KEDZIE AVENUE,12/14/2014,6,1155483.167539854,1883867.660503274,41.837132671,-87.704967115,"(41.837132671422296, -87.70496711478727)"
STONEY ISLAND AND 76TH,2631,7600 S STONY ISLAND A,12/14/2014,9,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
111TH AND HALSTED,2422,11100 S HALSTED ST,12/14/2014,7,1172923.657689312,1831209.044179248,41.692263123,-87.642522688,"(41.692263123425136, -87.6425226876268)"
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,12/14/2014,4,,,,,
ASHLAND AND LAWRENCE,1143,1600 W LAWRENCE AVENUE,12/14/2014,2,1164771.946929007,1931988.254061312,41.968987457,-87.669516307,"(41.96898745654617, -87.66951630654926)"
ASHLAND AND IRVING PARK,1151,4000 N ASHLAND AVENUE,12/14/2014,2,1164899.463802581,1926665.661118925,41.954379326,-87.66919912,"(41.954379326212695, -87.66919911980419)"
WESTERN AND 51ST,2172,5100 S WESTERN BLVD,12/14/2014,1,1161345.691274872,1870773.193852299,41.801080204,-87.683818209,"(41.801080203554356, -87.68381820888895)"
HALSTED AND DIVISION,1714,800 W DIVISION,12/14/2014,7,1170767.827960358,1908259.644151662,41.903745557,-87.648167011,"(41.90374555734733, -87.64816701062779)"
WESTERN AND 71ST,2612,7100 S WESTERN AVENUE,12/14/2014,9,1161563.704681724,1857484.211306323,41.764608912,-87.683387053,"(41.76460891223613, -87.68338705328121)"
HOMAN/KIMBALL AND NORTH,1771,1600 N HOMAN AVENUE,12/14/2014,2,,,,,
HALSTED AND FULLERTON,1701,2400 N HALSTED STREET,12/14/2014,1,1170501.602639925,1916200.061550148,41.925540315,-87.648912156,"(41.925540315431995, -87.64891215551155)"
LAKE SHORE DR AND BELMONT,1412,3200 N LAKESHORE DRIV,12/14/2014,6,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)"
HOLLYWOOD AND SHERIDAN,1343,1000 W HOLLYWOOD AVE,12/14/2014,2,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)"
ASHLAND AND 95TH,2472,9500 S ASHLAND AVENUE,12/14/2014,2,1167295.830128711,1841695.121217916,41.721160612,-87.662828139,"(41.72116061205213, -87.66282813939165)"
ELSTON AND ADDISON,1403,3216 W ADDISON ST,12/14/2014,4,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)"
HAMLIN AND LAKE,1882,300 N HAMLIN AVENUE,12/14/2014,4,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)"
LASALLE AND KINZIE,1921,400 N LASALLE,12/14/2014,5,1175028.579766798,1903002.552291359,41.889225372,-87.632674115,"(41.88922537162015, -87.63267411498495)"
ASHLAND AND 47TH,2192,4700 S ASHLAND AVENUE,12/14/2014,2,1166423.624284841,1873520.235394001,41.808511597,-87.665117292,"(41.8085115972472, -87.66511729173287)"
PULASKI AND BELMONT,1382,3200 N PULASKI RD,12/14/2014,1,1149125.621478734,1920994.556178086,41.939138154,-87.72733371,"(41.939138153500274, -87.7273337101426)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,12/14/2014,2,1132590.619798275,1942138.532048656,41.997463981,-87.787610243,"(41.99746398102873, -87.78761024341388)"
VINCENNES AND 111TH,2532,11100 S VINCENNES AVE,12/14/2014,9,1167202.128381332,1831126.639262444,41.692160999,-87.663472469,"(41.69216099874656, -87.66347246868617)"
CENTRAL AND BELMONT,1602,3200 N CENTRAL AVENUE,12/14/2014,1,1138430.432324593,1920731.654410336,41.938617463,-87.766648297,"(41.938617463272884, -87.76664829683827)"
CERMAK AND PULASKI,2334,4000 W CERMAK,12/14/2014,3,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)"
MILWAUKEE AND DEVON,1272,6400 N MILWAUKEE AVEN,12/14/2014,2,1132463.750397878,1942107.911507627,41.997382173,-87.788077674,"(41.99738217345368, -87.78807767391953)"
WESTERN AND CERMAK,1003,2400 W CERMAK ROAD,12/14/2014,3,1160678.000607329,1889375.645335924,41.852141307,-87.685752642,"(41.85214130680468, -87.6857526415569)"
HARLEM AND NORTHWEST HWY,1082,6400 N HARLEM AVE,12/14/2014,1,1127335.21218179,1941943.442727776,41.997018918,-87.806947715,"(41.99701891845275, -87.8069477154956)"
HARLEM AND NORTHWEST HWY,1081,6400 N HARLEM AVE,12/14/2014,6,1127335.21218179,1941943.442727776,41.997018918,-87.806947715,"(41.99701891845275, -87.8069477154956)"
LARAMIE AND FULLERTON,1424,5200 W FULLERTON AVENUE,12/14/2014,3,1141305.554932016,1915502.611239048,41.924215797,-87.756210755,"(41.92421579723144, -87.75621075458939)"
LARAMIE AND MADISON,2043,5200 W MADISON STREET,12/14/2014,1,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)"
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,12/14/2014,1,,,,,
MADISON AND CENTRAL,1751,0 S CENTRAL AVENUE,12/14/2014,3,,,,,
99TH AND HALSTED,2433,800 W 99TH ST,12/14/2014,6,1172710.642565684,1839246.330602143,41.714323337,-87.643066714,"(41.71432333701137, -87.64306671421937)"
WESTERN AND NORTH,1851,1600 N WESTERN AVE,12/14/2014,3,1160077.474351131,1910605.013316134,41.910409024,-87.687370268,"(41.91040902362901, -87.687370268401)"
PULASKI AND DIVISION,1801,1200 N PULASKI ROAD,12/14/2014,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)"
WESTERN AND 79TH,2481,7900 S WESTERN AVE,12/14/2014,1,1161711.516404028,1852181.685686118,41.750054934,-87.682992203,"(41.750054933649984, -87.68299220290213)"
DIVERSEY AND AUSTIN,1454,6000 W DIVERSEY AVENUE,12/14/2014,3,1135895.736169343,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)"
KEDZIE AND 26TH,2381,2600 S KEDZIE AVENUE,12/14/2014,1,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)"
LAKE SHORE DR AND BELMONT,1413,400 W BELMONT AVE,12/14/2014,52,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)"
