,Neighborhood,Unnamed: 0.1.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description,Duration to Close (Hrs),Neighborhood Prices
8903,Otay Mesa West,,1.0,2017-02-04 00:02:00,32.80425745996908-117.1611103882242,1.0,32.80425746,-117.161110388,Closed,0.0,0.0,2017-01-17 09:32:00,Pothole,Pothole,Closed,422.5,289.0
8906,Sorrento Valley,,1.0,2017-02-04 00:02:00,32.80427753462718-117.161064958309,1.0,32.8042775346,-117.161064958,Closed,0.0,0.0,2017-01-17 09:31:00,Pothole,Pothole,Closed,422.51666666666665,360.0
8914,North Park,,1.0,2017-02-04 00:02:00,32.80431822876707-117.1605618764806,1.0,32.8043182288,-117.160561876,Closed,0.0,0.0,2017-01-17 09:25:00,Pothole,Pothole,Closed,422.61666666666673,465.0
8919,Serra Mesa,,1.0,2017-02-04 00:02:00,32.80424777887092-117.1607421712178,1.0,32.8042477789,-117.16074217100001,Closed,0.0,0.0,2017-01-17 09:23:00,Pothole,Pothole,Closed,422.65,374.0
8927,Clairemont Mesa East,,1.0,2017-02-04 00:02:00,32.80421647246257-117.1608336177814,1.0,32.8042164725,-117.160833618,Closed,0.0,0.0,2017-01-17 09:20:00,Pothole,Pothole,Closed,422.7,392.0
8928,Kearny Mesa,,1.0,2017-02-04 00:02:00,32.80422665647492-117.1608504654068,1.0,32.8042266565,-117.160850465,Closed,0.0,0.0,2017-01-17 09:19:00,Pothole,Pothole,Closed,422.7166666666666,355.0
8929,Clairemont Mesa East,,1.0,2017-02-04 00:02:00,32.80427619352267-117.1608690732319,1.0,32.8042761935,-117.16086907299999,Closed,0.0,0.0,2017-01-17 09:19:00,Pothole,Pothole,Closed,422.7166666666666,392.0
8930,Clairemont Mesa East,,1.0,2017-02-04 00:02:00,32.80427418186591-117.1608763654876,1.0,32.8042741819,-117.160876365,Closed,0.0,0.0,2017-01-17 09:18:00,Pothole,Pothole,Closed,422.73333333333335,392.0
8931,Clairemont Mesa East,,1.0,2017-02-04 00:02:00,32.80424673113302-117.1608673130322,1.0,32.8042467311,-117.160867313,Closed,0.0,0.0,2017-01-17 09:18:00,Pothole,Pothole,Closed,422.73333333333335,392.0
8932,Clairemont Mesa East,,1.0,2017-02-04 00:02:00,32.804229506322-117.1608745214689,1.0,32.804229506300004,-117.16087452100001,Closed,0.0,0.0,2017-01-17 09:17:00,Pothole,Pothole,Closed,422.75,392.0
8933,Clairemont Mesa East,,1.0,2017-02-04 00:02:00,32.80427237975672-117.1609062050629,1.0,32.8042723798,-117.160906205,Closed,0.0,0.0,2017-01-17 09:17:00,Pothole,Pothole,Closed,422.75,392.0
8934,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.80292616228834-117.1609601007003,1.0,32.8029261623,-117.160960101,Closed,0.0,0.0,2017-01-17 09:15:00,Pothole,Pothole,Closed,518.7833333333333,392.0
8935,Clairemont Mesa East,,1.0,2017-01-24 00:02:00,32.832857-117.12663,0.0,32.832857000000004,-117.12663,Closed,0.0,0.0,2017-01-17 09:15:00,Pothole,Pothole,Closed,158.78333333333333,392.0
8936,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.80275123196915-117.1610589233387,0.0,32.802751232,-117.161058923,Closed,0.0,0.0,2017-01-17 09:14:00,Pothole,Pothole,Closed,518.8,392.0
8937,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.80250413346365-117.1605975833881,1.0,32.8025041335,-117.160597583,Closed,0.0,0.0,2017-01-17 09:13:00,Pothole,Pothole,Closed,518.8166666666667,392.0
8938,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.80249399136081-117.1605580208052,1.0,32.8024939914,-117.160558021,Closed,0.0,0.0,2017-01-17 09:12:00,Pothole,Pothole,Closed,518.8333333333334,392.0
8939,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.80248095750138-117.1605158598322,1.0,32.8024809575,-117.16051586,Closed,0.0,0.0,2017-01-17 09:12:00,Pothole,Pothole,Closed,518.8333333333334,392.0
8940,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.80245803299621-117.1604603716332,1.0,32.802458033,-117.160460372,Closed,0.0,0.0,2017-01-17 09:11:00,Pothole,Pothole,Closed,518.85,392.0
8941,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.80245740435347-117.160459701081,1.0,32.8024574044,-117.16045970100001,Closed,0.0,0.0,2017-01-17 09:11:00,Pothole,Pothole,Closed,518.85,392.0
8942,Clairemont Mesa East,,1.0,2017-02-08 00:02:00,32.8024220746316-117.1603917238462,1.0,32.8024220746,-117.160391724,Closed,0.0,0.0,2017-01-17 09:11:00,Pothole,Pothole,Closed,518.85,392.0
8949,University City,,1.0,2017-02-08 00:02:00,32.80226788952276-117.1600463056165,1.0,32.8022678895,-117.160046306,Closed,0.0,0.0,2017-01-17 09:07:00,Pothole,Pothole,Closed,518.9166666666666,417.0
8950,Bay Park,,1.0,2017-02-08 00:02:00,32.80224785677418-117.1599402745414,1.0,32.8022478568,-117.159940275,Closed,0.0,0.0,2017-01-17 09:07:00,Pothole,Pothole,Closed,518.9166666666666,435.0
8951,Mira Mesa,,1.0,2017-02-23 00:02:00,32.8022547718443-117.1598845348853,1.0,32.8022547718,-117.159884535,Closed,0.0,0.0,2017-01-17 09:06:00,Pothole,Pothole,Closed,878.9333333333333,363.0
8954,Otay Ranch,,1.0,2017-02-23 00:02:00,32.80215184207335-117.1595819481808,0.0,32.8021518421,-117.159581948,Closed,0.0,0.0,2017-01-17 09:05:00,Pothole,Pothole,Closed,878.95,250.0
8955,North City,,1.0,2017-02-08 00:02:00,32.8518064-117.214332,0.0,32.8518064,-117.21433200000001,Closed,0.0,0.0,2017-01-17 09:02:00,Pothole,Pothole,Closed,519.0,426.0
8956,Rancho Bernardo,,1.0,2017-02-09 00:03:00,32.80248589810262-117.21187858505255,1.0,32.8024858981,-117.211878585,Closed,0.0,0.0,2017-01-17 09:02:00,Pothole,Pothole,Closed,543.0166666666668,335.0
8958,Bay Park,,1.0,2017-02-07 00:02:00,32.77241575836953-117.0970815342195,0.0,32.7724157584,-117.097081534,Closed,0.0,1.0,2017-01-17 08:52:00,Pothole,Pothole,Closed,495.16666666666674,435.0
8960,Allied Gardens,,1.0,2017-01-25 00:03:00,32.8202288-117.1705286,0.0,32.8202288,-117.17052859999998,Closed,0.0,1.0,2017-01-17 08:46:00,Pothole,Pothole,Closed,183.28333333333333,383.0
8961,Mira Mesa,,1.0,2017-02-08 00:02:00,32.58334872821714-116.99852495117187,1.0,32.5833487282,-116.99852495100001,Closed,0.0,0.0,2017-01-17 08:33:00,Pothole,Pothole,Closed,519.4833333333332,363.0
8963,Emerald Hills,,1.0,2017-05-09 00:03:00,33.005133875067294-117.09225356162132,1.0,33.0051338751,-117.09225356200001,Closed,0.0,0.0,2017-01-17 08:10:00,Pothole,Pothole,Closed,2679.883333333333,325.0
8964,Bay Park,,1.0,2017-02-10 11:24:00,32.7927136-117.2065974,1.0,32.7927136,-117.20659740000002,Closed,0.0,0.0,2017-01-17 08:00:00,Pothole,Pothole,Closed,579.4,435.0
8965,Bay Park,,1.0,2017-02-04 00:02:00,32.69834578505969-117.1475934797126,1.0,32.6983457851,-117.14759348,Closed,0.0,0.0,2017-01-17 07:45:00,Pothole,Pothole,Closed,424.28333333333336,435.0
8968,Serra Mesa,,1.0,2017-02-08 00:02:00,32.56052832676139-116.96243314666748,0.0,32.5605283268,-116.96243314700001,Closed,0.0,1.0,2017-01-17 07:24:00,Pothole,Pothole,Closed,520.6333333333333,374.0
8969,Mira Mesa,,1.0,2017-02-03 00:02:00,32.7104587-117.084947,0.0,32.7104587,-117.084947,Closed,0.0,0.0,2017-01-17 07:23:00,Pothole,Pothole,Closed,400.65,363.0
8970,Clairemont Mesa East,,1.0,2017-02-01 00:02:00,32.749207-117.092274,0.0,32.749207,-117.092274,Closed,0.0,0.0,2017-01-17 06:49:00,Pothole,Pothole,Closed,353.21666666666664,392.0
8971,Clairemont Mesa East,,1.0,2017-02-09 00:03:00,32.78682863342835-117.1994045377869,1.0,32.7868286334,-117.199404538,Closed,0.0,0.0,2017-01-17 06:44:00,Pothole,Pothole,Closed,545.3166666666667,392.0
8973,Kearny Mesa,,1.0,2017-02-04 00:02:00,32.77935437782436-117.1011706648616,0.0,32.779354377800004,-117.101170665,Closed,0.0,1.0,2017-01-17 06:38:00,Pothole,Pothole,Closed,425.4,355.0
8976,La Jolla,,1.0,2017-02-18 00:02:00,32.92412653299742-117.1395090340355,0.0,32.924126533,-117.139509034,Closed,0.0,0.0,2017-01-17 06:32:00,Pothole,Pothole,Closed,761.5,787.0
8980,Tierrasanta,,1.0,2017-02-03 23:33:00,32.832819-117.153277,1.0,32.832819,-117.153277,Closed,0.0,0.0,2017-01-17 00:59:00,Pothole,Pothole,Closed,430.56666666666666,342.0
8982,North Park,,1.0,2017-02-15 00:03:00,32.837597-117.19619,1.0,32.837596999999995,-117.19618999999999,Closed,0.0,0.0,2017-01-17 00:55:00,Pothole,Pothole,Closed,695.1333333333333,465.0
8983,Midway District,,1.0,2017-01-26 00:02:00,32.84453415810698-117.2478932036438,1.0,32.8445341581,-117.247893204,Closed,0.0,0.0,2017-01-16 23:57:00,Pothole,Pothole,Closed,216.08333333333331,421.0
8984,Bay Park,,1.0,2017-02-14 00:02:00,32.744692-117.247598,1.0,32.744692,-117.247598,Closed,0.0,0.0,2017-01-16 22:45:00,Pothole,Pothole,Closed,673.2833333333333,435.0
8985,Hillcrest,,1.0,2017-05-10 00:03:00,32.82037711065408-117.17027652012939,1.0,32.8203771107,-117.17027652,Closed,0.0,0.0,2017-01-16 22:25:00,Pothole,Pothole,Closed,2713.633333333333,453.0
8986,Mira Mesa,,1.0,2017-02-14 00:02:00,32.74477488407608-117.2475939197373,1.0,32.744774884099996,-117.24759392,Closed,0.0,0.0,2017-01-16 22:05:00,Pothole,Pothole,Closed,673.95,363.0
8987,Sorrento Valley,,1.0,2017-02-08 00:02:00,32.82769335097859-117.0993055184763,0.0,32.827693351,-117.099305518,Closed,0.0,0.0,2017-01-16 21:16:00,Pothole,Pothole,Closed,530.7666666666668,360.0
8989,University Heights,,1.0,2017-02-07 00:02:00,32.76119872263052-117.1289437999422,0.0,32.7611987226,-117.1289438,Closed,0.0,0.0,2017-01-16 21:12:00,Pothole,Pothole,Closed,506.83333333333326,461.0
8990,Sorrento Valley,,1.0,2017-02-08 11:39:00,32.753696814061456-117.20079984232791,1.0,32.753696814099996,-117.20079984200001,Closed,0.0,0.0,2017-01-16 21:10:00,Pothole,Pothole,Closed,542.4833333333332,360.0
8991,Bay Park,,1.0,2017-02-09 00:03:00,32.794179-117.1951453,0.0,32.794179,-117.1951453,Closed,0.0,1.0,2017-01-16 20:43:00,Pothole,Pothole,Closed,555.3333333333334,435.0
8992,Mira Mesa,,1.0,2017-02-03 23:33:00,32.74819-117.161622,1.0,32.74819,-117.161622,Closed,0.0,0.0,2017-01-16 20:18:00,Pothole,Pothole,Closed,435.25,363.0
8993,Rancho Bernardo,,1.0,2017-02-18 00:02:00,32.91742764683889-117.14958696289062,0.0,32.9174276468,-117.14958696299999,Closed,0.0,0.0,2017-01-16 20:07:00,Pothole,Pothole,Closed,771.9166666666665,335.0
8994,Mira Mesa,,1.0,2017-03-15 00:02:00,32.88168315355691-117.16881303710937,0.0,32.8816831536,-117.168813037,Closed,0.0,0.0,2017-01-16 20:04:00,Pothole,Pothole,Closed,1371.9666666666667,363.0
8995,Mira Mesa,,1.0,2017-02-08 00:02:00,32.98081766577114-117.0827270359956,1.0,32.9808176658,-117.08272703600001,Closed,0.0,0.0,2017-01-16 19:47:00,Pothole,Pothole,Closed,532.25,363.0
8996,Mira Mesa,,1.0,2017-02-03 00:02:00,32.75132342411158-117.1513268224009,1.0,32.7513234241,-117.151326822,Closed,0.0,0.0,2017-01-16 19:23:00,Pothole,Pothole,Closed,412.65,363.0
8997,Rancho Bernardo,,1.0,2017-02-18 00:02:00,32.9203722-117.170098,0.0,32.9203722,-117.170098,Closed,0.0,0.0,2017-01-16 19:21:00,Pothole,Pothole,Closed,772.6833333333333,335.0
8998,Rancho Bernardo,,1.0,2017-02-09 00:03:00,32.79485630118646-117.19447641296387,0.0,32.7948563012,-117.19447641299999,Closed,0.0,1.0,2017-01-16 19:21:00,Pothole,Pothole,Closed,556.7,335.0
8999,La Jolla,,1.0,2017-02-07 00:03:00,32.9127819-117.1437914,1.0,32.9127819,-117.14379140000001,Closed,0.0,0.0,2017-01-16 19:16:00,Pothole,Pothole,Closed,508.78333333333336,787.0
9000,La Jolla,,1.0,2017-02-07 00:03:00,33.02288460908638-117.0771311293767,1.0,33.0228846091,-117.077131129,Closed,0.0,0.0,2017-01-16 18:56:00,Pothole,Pothole,Closed,509.11666666666673,787.0
9001,La Jolla,,1.0,2017-02-15 00:03:00,32.90764035465665-117.13960059672854,0.0,32.9076403547,-117.13960059700001,Closed,0.0,1.0,2017-01-16 18:50:00,Pothole,Pothole,Closed,701.2166666666667,787.0
9003,Kearny Mesa,,1.0,2017-02-18 00:02:00,32.90987977202565-117.15520716931155,0.0,32.909879772,-117.155207169,Closed,0.0,1.0,2017-01-16 18:47:00,Pothole,Pothole,Closed,773.25,355.0
9004,Linda Vista,,1.0,2017-02-08 00:02:00,33.004377327164995-117.08866240727082,0.0,33.0043773272,-117.088662407,Closed,0.0,0.0,2017-01-16 18:42:00,Pothole,Pothole,Closed,533.3333333333334,378.0
9006,Mission Hills,,1.0,2017-01-24 00:02:00,32.9050825-117.2268099,0.0,32.9050825,-117.22680990000002,Closed,0.0,1.0,2017-01-16 18:31:00,Pothole,Pothole,Closed,173.51666666666668,531.0
9007,Mira Mesa,,1.0,2017-01-24 00:02:00,32.9043-117.2298737,0.0,32.9043,-117.2298737,Closed,0.0,0.0,2017-01-16 18:27:00,Pothole,Pothole,Closed,173.58333333333337,363.0
9008,Kearny Mesa,,1.0,2017-01-24 00:02:00,32.916208-117.2367062,0.0,32.916208000000005,-117.23670619999999,Closed,0.0,1.0,2017-01-16 18:26:00,Pothole,Pothole,Closed,173.6,355.0
9009,Mira Mesa,,1.0,2017-01-24 00:02:00,32.9021504-117.2257586,1.0,32.9021504,-117.22575859999999,Closed,0.0,0.0,2017-01-16 18:23:00,Pothole,Pothole,Closed,173.65,363.0
9010,Tierrasanta,,1.0,2017-02-14 00:02:00,32.8234538671502-117.157246013057,0.0,32.8234538672,-117.15724601299999,Closed,0.0,1.0,2017-01-16 18:13:00,Pothole,Pothole,Closed,677.8166666666667,342.0
9013,Linda Vista,,1.0,2017-02-14 00:02:00,32.75501097089867-117.1720666253168,0.0,32.7550109709,-117.172066625,Closed,0.0,0.0,2017-01-16 17:54:00,Pothole,Pothole,Closed,678.1333333333333,378.0
9014,Grantville,,1.0,2017-02-03 23:33:00,32.9171223-117.1204734,1.0,32.9171223,-117.12047340000002,Closed,0.0,0.0,2017-01-16 17:51:00,Pothole,Pothole,Closed,437.7,340.0
9017,Bay Ho,,1.0,2017-02-04 00:02:00,32.8322484-117.1071785,0.0,32.8322484,-117.10717849999999,Closed,0.0,0.0,2017-01-16 17:44:00,Pothole,Pothole,Closed,438.3,434.0
9018,Bay Ho,,1.0,2017-02-03 23:31:00,32.7533935-117.2105087,1.0,32.7533935,-117.2105087,Closed,0.0,0.0,2017-01-16 17:38:00,Pothole,Pothole,Closed,437.88333333333327,434.0
9019,Mira Mesa,,1.0,2017-02-11 00:01:00,32.779538-117.168995,0.0,32.779538,-117.168995,Closed,0.0,1.0,2017-01-16 17:38:00,Pothole,Pothole,Closed,606.3833333333333,363.0
9020,Clairemont Mesa East,,1.0,2017-02-18 00:02:00,32.79027830265385-117.1002640971849,1.0,32.7902783027,-117.10026409700001,Closed,0.0,0.0,2017-01-16 17:12:00,Pothole,Pothole,Closed,774.8333333333335,392.0
9021,North Clairemont,,1.0,2017-02-02 00:02:00,32.55644101749115-116.97981386108398,0.0,32.5564410175,-116.97981386100001,Closed,0.0,0.0,2017-01-16 17:04:00,Pothole,Pothole,Closed,390.9666666666666,431.0
9022,Kearny Mesa,,1.0,2017-02-02 00:02:00,32.560781516787074-116.9797280303955,0.0,32.5607815168,-116.97972803,Closed,0.0,0.0,2017-01-16 17:02:00,Pothole,Pothole,Closed,391.0,355.0
9023,North Park,,1.0,2017-02-09 00:03:00,32.81569875779824-117.2161426955063,1.0,32.8156987578,-117.216142696,Closed,0.0,0.0,2017-01-16 16:49:00,Pothole,Pothole,Closed,559.2333333333332,465.0
9025,Kearny Mesa,,1.0,2017-02-22 00:03:00,32.828725998124085-117.21337414639774,1.0,32.8287259981,-117.213374146,Closed,0.0,0.0,2017-01-16 16:35:00,Pothole,Pothole,Closed,871.4666666666667,355.0
9026,Linda Vista,,1.0,2017-02-04 00:02:00,32.91275546863823-117.14375047607422,1.0,32.912755468600004,-117.14375047600001,Closed,0.0,0.0,2017-01-16 16:34:00,Pothole,Pothole,Closed,439.4666666666666,378.0
9027,Linda Vista,,1.0,2017-02-14 00:02:00,32.81790542446465-117.17166690750122,0.0,32.8179054245,-117.17166690799999,Closed,0.0,0.0,2017-01-16 16:34:00,Pothole,Pothole,Closed,679.4666666666667,378.0
9029,Golden Hill,,1.0,2017-05-03 00:03:00,32.83143205105591-117.1349134204137,0.0,32.8314320511,-117.13491342,Closed,0.0,1.0,2017-01-16 16:30:00,Pothole,Pothole,Closed,2551.55,432.0
9030,Linda Vista,,1.0,2017-02-02 00:02:00,32.7505293-117.1304362,0.0,32.750529300000004,-117.13043619999999,Closed,0.0,1.0,2017-01-16 16:28:00,Pothole,Pothole,Closed,391.56666666666666,378.0
9031,San Carlos,,1.0,2017-02-03 23:31:00,32.717258-117.243841,1.0,32.717258,-117.24384099999999,Closed,0.0,0.0,2017-01-16 16:27:00,Pothole,Pothole,Closed,439.06666666666666,330.0
9032,North Park,,1.0,2017-02-28 00:02:00,32.821843-117.148781,0.0,32.821843,-117.148781,Closed,0.0,0.0,2017-01-16 16:25:00,Pothole,Pothole,Closed,1015.6166666666667,465.0
9033,Bay Ho,,1.0,2017-02-28 00:02:00,32.791311-117.16383,0.0,32.791311,-117.16383,Closed,0.0,1.0,2017-01-16 16:25:00,Pothole,Pothole,Closed,1015.6166666666667,434.0
9037,Bay Park,,1.0,2017-02-28 00:02:00,32.79124869880689-117.16314821166992,1.0,32.791248698800004,-117.16314821200001,Closed,0.0,0.0,2017-01-16 16:15:00,Pothole,Pothole,Closed,1015.7833333333333,435.0
9038,Mira Mesa,,1.0,2017-02-08 00:02:00,32.7938995-117.0159475,0.0,32.7938995,-117.01594750000001,Closed,0.0,0.0,2017-01-16 16:13:00,Pothole,Pothole,Closed,535.8166666666667,363.0
9039,Bay Park,,1.0,2017-02-08 00:02:00,32.73697271141351-117.13001756591797,0.0,32.7369727114,-117.130017566,Closed,0.0,0.0,2017-01-16 15:52:00,Pothole,Pothole,Closed,536.1666666666666,435.0
9040,Point Loma Heights,,1.0,2017-02-03 23:31:00,32.81384635719733-117.2173097078849,1.0,32.8138463572,-117.21730970799999,Closed,0.0,0.0,2017-01-16 15:50:00,Pothole,Pothole,Closed,439.6833333333333,479.0
9041,Mira Mesa,,1.0,2017-02-07 00:03:00,32.84332827207778-117.14958696289062,1.0,32.8433282721,-117.14958696299999,Closed,0.0,0.0,2017-01-16 15:38:00,Pothole,Pothole,Closed,512.4166666666666,363.0
9042,Bay Park,,1.0,2017-02-14 00:02:00,32.82309876778181-117.18383340759277,0.0,32.823098767800005,-117.183833408,Closed,0.0,0.0,2017-01-16 15:37:00,Pothole,Pothole,Closed,680.4166666666666,435.0
9043,Bay Park,,1.0,2017-02-15 00:03:00,32.8353956824516-117.20441131515503,0.0,32.8353956825,-117.204411315,Closed,0.0,0.0,2017-01-16 15:34:00,Pothole,Pothole,Closed,704.4833333333332,435.0
9045,Rancho Bernardo,,1.0,2017-02-03 23:33:00,32.91711692649834-117.12044945580959,1.0,32.9171169265,-117.120449456,Closed,0.0,0.0,2017-01-16 15:32:00,Pothole,Pothole,Closed,440.01666666666665,335.0
9048,Tierrasanta,,1.0,2017-02-18 00:02:00,32.90410269054855-117.1559952479947,0.0,32.904102690500004,-117.155995248,Closed,0.0,1.0,2017-01-16 15:26:00,Pothole,Pothole,Closed,776.6,342.0
9050,Cortez Hill,,1.0,2017-02-10 11:24:00,32.7927136-117.2065974,1.0,32.7927136,-117.20659740000002,Closed,0.0,0.0,2017-01-16 15:23:00,Pothole,Pothole,Closed,596.0166666666668,489.0
9051,Bay Park,,1.0,2017-02-22 00:03:00,32.73616765122848-117.22925341321672,0.0,32.7361676512,-117.229253413,Closed,0.0,0.0,2017-01-16 15:17:00,Pothole,Pothole,Closed,872.7666666666668,435.0
9052,Mira Mesa,,1.0,2017-02-18 00:02:00,33.002100577953954-117.06497002299295,0.0,33.002100578000004,-117.06497002299999,Closed,0.0,0.0,2017-01-16 15:14:00,Pothole,Pothole,Closed,776.8,363.0
9053,Nestor,,1.0,2017-05-10 00:03:00,32.82031388684326-117.17032610216063,1.0,32.8203138868,-117.170326102,Closed,0.0,0.0,2017-01-16 15:13:00,Pothole,Pothole,Closed,2720.833333333333,276.0
9056,Pacific Beach,,1.0,2017-02-14 00:02:00,32.830879198303776-117.20787672920227,0.0,32.830879198299996,-117.20787672899999,Closed,0.0,0.0,2017-01-16 15:05:00,Pothole,Pothole,Closed,680.95,522.0
9057,Bay Park,,1.0,2017-02-16 00:02:00,32.71994042232654-117.1584893865399,0.0,32.7199404223,-117.158489387,Closed,0.0,0.0,2017-01-16 15:00:00,Pothole,Pothole,Closed,729.0333333333333,435.0
9059,Kearny Mesa,,1.0,2017-02-07 00:03:00,32.9062530967438-117.1546223465797,1.0,32.9062530967,-117.15462234700001,Closed,0.0,0.0,2017-01-16 14:54:00,Pothole,Pothole,Closed,513.15,355.0
9061,Grantville,,1.0,2017-02-15 00:03:00,32.8360666-117.2005526,0.0,32.8360666,-117.20055259999998,Closed,0.0,0.0,2017-01-16 14:18:00,Pothole,Pothole,Closed,705.75,340.0
9063,Sorrento Valley,,1.0,2017-02-03 23:31:00,32.7965201-117.2448317,1.0,32.7965201,-117.2448317,Closed,0.0,0.0,2017-01-16 14:06:00,Pothole,Pothole,Closed,441.41666666666674,360.0
9064,Mira Mesa,,1.0,2017-02-03 00:02:00,32.80067894557471-117.2107280681082,1.0,32.8006789456,-117.210728068,Closed,0.0,0.0,2017-01-16 13:55:00,Pothole,Pothole,Closed,418.11666666666673,363.0
9065,Rancho Bernardo,,1.0,2017-02-08 00:02:00,32.809669-117.140017,1.0,32.809669,-117.14001699999999,Closed,0.0,0.0,2017-01-16 13:40:00,Pothole,Pothole,Closed,538.3666666666667,335.0
9067,Mira Mesa,,1.0,2017-02-09 00:03:00,32.713022-117.03023,0.0,32.713021999999995,-117.03023,Closed,0.0,0.0,2017-01-16 13:34:00,Pothole,Pothole,Closed,562.4833333333332,363.0
9069,Mira Mesa,,1.0,2017-02-15 00:03:00,32.74905071369864-117.2133182220849,1.0,32.7490507137,-117.21331822200001,Closed,0.0,0.0,2017-01-16 13:26:00,Pothole,Pothole,Closed,706.6166666666667,363.0
9070,North Park,,1.0,2017-02-04 00:02:00,32.9028109935298-117.221551684433,1.0,32.9028109935,-117.22155168399999,Closed,0.0,0.0,2017-01-16 13:23:00,Pothole,Pothole,Closed,442.65,465.0
9071,Serra Mesa,,1.0,2017-02-07 00:02:00,32.991631-117.073094,0.0,32.991631,-117.073094,Closed,0.0,1.0,2017-01-16 12:58:00,Pothole,Pothole,Closed,515.0666666666667,374.0
9073,Allied Gardens,,1.0,2017-02-23 00:02:00,32.92710403702996-117.1440157608773,0.0,32.927104037,-117.144015761,Closed,0.0,0.0,2017-01-16 12:45:00,Pothole,Pothole,Closed,899.2833333333333,383.0
9074,Tierrasanta,,1.0,2017-02-04 00:02:00,32.96930507481928-117.08156084510495,1.0,32.9693050748,-117.081560845,Closed,0.0,0.0,2017-01-16 12:41:00,Pothole,Pothole,Closed,443.35,342.0
9076,Bay Park,,1.0,2017-03-07 00:02:00,32.74920048011222-117.081687912094,0.0,32.7492004801,-117.081687912,Closed,0.0,1.0,2017-01-16 12:23:00,Pothole,Pothole,Closed,1187.65,435.0
9077,Mira Mesa,,1.0,2017-02-18 00:02:00,32.80382903582755-117.12756677182767,0.0,32.8038290358,-117.12756677200001,Closed,0.0,0.0,2017-01-16 12:21:00,Pothole,Pothole,Closed,779.6833333333333,363.0
9078,Mira Mesa,,1.0,2017-05-10 00:03:00,32.82032442402883-117.17112845180662,1.0,32.820324424,-117.171128452,Closed,0.0,0.0,2017-01-16 12:05:00,Pothole,Pothole,Closed,2723.9666666666667,363.0
9080,La Jolla,,1.0,2017-02-04 00:02:00,32.82700299828239-117.09624444733674,0.0,32.827002998299996,-117.096244447,Closed,0.0,1.0,2017-01-16 11:41:00,Pothole,Pothole,Closed,444.35,787.0
9081,North City,,1.0,2017-04-12 00:03:00,32.7095801-117.1338334,0.0,32.709580100000004,-117.1338334,Closed,0.0,0.0,2017-01-16 11:32:00,Pothole,Pothole,Closed,2052.516666666667,426.0
9082,Morena,,1.0,2017-02-02 00:02:00,32.738294-117.085881,0.0,32.738294,-117.085881,Closed,0.0,0.0,2017-01-16 11:14:00,Pothole,Pothole,Closed,396.8,371.0
9084,Pacific Beach,,1.0,2017-02-07 00:03:00,32.910168-117.155293,1.0,32.910168,-117.155293,Closed,0.0,0.0,2017-01-16 11:03:00,Pothole,Pothole,Closed,517.0,522.0
9085,Pacific Beach,,1.0,2017-02-23 00:02:00,32.90406-117.156052,0.0,32.90406,-117.156052,Closed,0.0,0.0,2017-01-16 10:57:00,Pothole,Pothole,Closed,901.0833333333335,522.0
9086,Del Cerro,,1.0,2017-04-14 00:03:00,32.983328955999156-117.22385935049954,0.0,32.983328956,-117.22385935,Closed,0.0,0.0,2017-01-16 10:41:00,Pothole,Pothole,Closed,2101.366666666667,331.0
9087,Del Cerro,,1.0,2017-01-24 00:02:00,32.91184949379719-117.23166190871484,0.0,32.9118494938,-117.231661909,Closed,0.0,1.0,2017-01-16 10:39:00,Pothole,Pothole,Closed,181.38333333333333,331.0
9088,Bay Ho,,1.0,2017-02-17 00:03:00,32.98006601246423-117.25292543392777,1.0,32.9800660125,-117.25292543399999,Closed,0.0,0.0,2017-01-16 10:38:00,Pothole,Pothole,Closed,757.4166666666665,434.0
9089,Pacific Beach,,1.0,2017-02-14 00:02:00,32.76909424460751-117.2006047425021,0.0,32.7690942446,-117.20060474299999,Closed,0.0,0.0,2017-01-16 10:07:00,Pothole,Pothole,Closed,685.9166666666666,522.0
9090,Sorrento Valley,,1.0,2017-02-08 00:02:00,32.5605783-116.9624751,1.0,32.5605783,-116.96247509999999,Closed,0.0,0.0,2017-01-16 09:57:00,Pothole,Pothole,Closed,542.0833333333334,360.0
9092,Clairemont Mesa East,,1.0,2017-02-01 00:02:00,32.800815-117.230692,1.0,32.800815,-117.23069199999999,Closed,0.0,0.0,2017-01-16 09:34:00,Pothole,Pothole,Closed,374.4666666666666,392.0
9093,Kearny Mesa,,1.0,2017-02-14 00:02:00,32.78133090992872-117.06384164124756,0.0,32.7813309099,-117.06384164100001,Closed,0.0,1.0,2017-01-16 09:31:00,Pothole,Pothole,Closed,686.5166666666668,355.0
9094,Mira Mesa,,1.0,2017-02-08 00:02:00,32.7822435-117.0707545,0.0,32.7822435,-117.07075449999999,Closed,0.0,0.0,2017-01-16 09:29:00,Pothole,Pothole,Closed,542.55,363.0
