,pole_id,sum_trans_amt,combined_parking_meter_data
229660,BE-320,600,64245
229756,BE-322,645,55489
229850,BE-324,719,57019
229944,BE-400,205,48764
230043,BE-402,250,54140
230146,BE-403,125,63121
230246,BE-404,285,46117
230348,BE-405,305,71375
230454,BE-406,280,60013
230564,BE-407,875,71029
230670,BE-412,100,60405
230771,BE-414,275,55834
230871,BE-415,75,5307
230908,BE-416,350,63741
231017,BE-418,10,62141
231117,BE-702,495,70071
231228,BE-703,505,79252
231340,BE-704,500,60007
231448,BE-705,800,70370
231559,BE-706,500,49443
231670,BE-708,244,35622
231765,BE-710,250,30393
231860,BE-712,25,23274
231941,BE-714,875,25958
232028,BE-715,85,47243
232136,BE-716,550,41312
232237,BE-717,175,60848
232349,BE-803,400,51008
232461,BE-805,120,51732
232574,BE-807,450,51630
232687,BE-809,375,51509
232802,BE-811,450,49617
232914,BE-813,475,50559
233029,BE-815,340,49344
233140,BE-817,185,47598
233252,BE-819,50,50029
233363,BE-821,450,51060
233477,C-1204,475,63061
233581,C-1206,125,65144
233685,C-1212,410,66427
233787,C-1300N,1100,374406
233901,C-1300S,525,358435
234015,C-1314,500,72849
234121,C-1316,384,73909
234225,CC-1003,85,27724
234332,CC-1005,250,31869
234436,CC-1011,515,57232
234555,CC-1013,345,37887
234667,CC-1015,390,25950
234767,CC-1017,50,30021
234868,CC-1019,70,30962
234967,CC-1103,110,47437
235078,CC-1105,360,49463
235195,CC-1107,425,45072
235307,CC-1109,410,56784
235419,CC-1111,365,59138
235531,CC-1115,225,71846
235645,CC-1117,410,74245
235759,CE-201,810,82808
235869,CE-203,455,71415
235972,CE-205,375,82408
236082,CE-207,615,80763
236185,CE-209,1035,82479
236283,CE-211,300,21920
236375,CE-213,465,16485
236471,CE-214,375,92165
236575,CE-216,575,91419
236683,CE-302,10,85553
236788,CE-305,100,85317
236896,CE-307,570,85473
237004,CE-309,550,88338
237117,CE-311,60,85349
237229,CE-313,95,32618
237271,CE-315,75,30565
237312,CE-400,575,67571
237414,CE-402,500,73998
237522,CE-404,480,77384
237629,CE-408,495,81642
237734,CE-410,140,65187
237837,CE-412,250,71707
237942,CE-413,1015,73545
238057,CE-414,500,76924
238170,CE-502,450,72305
238278,CE-503,225,81040
238381,CE-504,200,68929
238486,CE-505,175,82328
238592,CE-507,355,79615
238694,CE-509,340,87901
238800,CE-510,145,58024
238890,CE-511,260,89390
239000,CE-512,530,78495
239107,CE-513,145,84800
239214,CE-514,500,76165
239318,CE-516,425,66465
239421,CL-1000,795,90519
239533,CL-1002,850,93625
239643,CL-1004,650,93006
239754,CL-1006,45,93013
239867,CL-1012,800,77304
239969,CL-1014,85,46149
240075,CL-1103,75,26210
240162,CL-1104,300,91865
240266,CL-1105,40,38520
240373,CL-1106,1085,71650
240468,CL-1107,835,96947
240575,CL-1108,170,87881
240686,CL-1109,655,95885
240800,CL-1110,500,78545
240898,CL-1111,970,97151
241012,CL-1113,340,100234
241125,CL-1115,1195,103710
241237,CL-1116,385,85126
241353,CL-1122,25,96892
241466,CL-1124,475,93548
241581,CL-1126,1235,98831
241693,CL-1200,250,112324
241807,CL-1202,385,111330
241921,CL-1204,625,108787
242036,CL-1206,555,109266
242147,CL-1207,875,99003
242261,CL-1208,870,108465
242374,CL-1209,505,103572
242483,CL-1211,695,102240
242598,CL-1215,300,104822
242712,CL-1217,75,100375
242827,CL-1218,700,103852
242942,CL-1219,750,99688
243055,CL-1224,575,103342
243171,CL-1225,1125,91894
243284,CL-1303,460,100301
243394,CL-1307,325,101801
243508,CL-1313,775,107927
243622,CL-1318,615,112742
243737,CL-1320,775,108810
243851,CL-1321,375,100640
243965,CL-1322,625,117858
244079,CL-1323,525,98826
244192,CL-1324,625,108720
244308,CL-1401,1135,90250
244415,CL-1403,910,86762
244519,CL-1415,985,92097
244624,CL-1417,895,89813
244733,CL-1419,250,90984
244840,CL-1421,685,95093
244946,CL-1500E,5485,771400
245061,CL-1502,875,112969
245174,CL-1504,555,113875
245290,CL-1512,975,112344
245406,CL-1519,1125,118966
245522,CL-1521,910,120027
245637,CL-1601,775,94539
245733,CL-1607,855,114381
245848,CL-1609,745,113429
245961,CL-1611,1090,114287
246077,CL-1613,985,110756
246193,CL-1617,950,110754
246308,CL-1619,435,100186
246415,CL-1621,1050,102354
246526,CL-1623,900,101938
246640,CL-1625,475,90238
246750,CL-602,715,81438
246857,CL-603,250,57887
246961,CL-604,375,73724
247068,CL-616,785,83963
247178,CL-617,500,88905
247291,CL-618,655,77176
247401,CL-619,225,87238
247513,CL-620,375,73566
247627,CL-621,475,86952
247739,CL-622,225,75535
247848,CL-623,775,86689
247960,CL-625,835,94029
248074,CL-627,1150,93299
248183,CT-3888,45,33959
248273,CT-3890,250,27689
248355,CT-3892,435,23234
248435,D-1203,25,39672
248521,D-1205,780,57891
248625,D-1209,475,51822
248736,D-1301,125,47916
248842,D-1303,340,44038
248953,D-1306,355,60735
249064,D-1308,105,70064
249177,D-1310,25,70712
249289,D-1312,125,66939
249397,D-1314,700,67505
249505,D-1400N1,3125,441733
249620,D-1400N2,1375,522924
249736,D-1403,110,60945
249840,D-1405,80,53478
249947,D-1407,345,56628
250050,D-1409,355,65630
250166,D-1421,475,30332
250263,D-1423,370,34659
250355,D-1425,50,48609
250458,D-1427,150,41394
250554,D-1429,90,48581
250661,D-1508,35,68637
250767,D-1510,565,70634
250866,D-1512,710,66822
250964,D-1514,300,67971
251063,D-1601,250,50228
251152,D-1602,225,53212
251244,D-1603,75,47571
251333,D-1604,305,57345
251428,D-1605,544,41338
251506,D-1606,235,43550
251590,D-1607,20,35395
251667,D-1608,25,38663
251739,D-1609,175,34355
251820,D-1610,260,51741
251908,D-1612,75,63307
252011,D-1615,150,22835
252074,D-1616,500,50381
252167,D-1910,465,55071
252278,D-1914,135,68470
252392,D-1916,495,63227
252505,DA-303,400,68740
252612,DA-305,475,58489
252703,DA-307,275,53704
252798,DA-309,75,49015
252890,DA-311,250,46079
252972,DA-313,500,54013
253057,DA-314,250,49728
253155,DA-316,250,43085
253242,DC-905,605,102659
253356,E-1001,495,71726
253462,E-1002,485,52170
253576,E-1003,655,64402
253681,E-1004,515,52478
253796,E-1005,790,63368
253899,E-1006,500,49525
254011,E-1007,250,66590
254122,E-1008,475,50391
254233,E-1009,575,64563
254339,E-1011,650,64681
254443,E-1012,280,50582
254556,E-1013,599,71376
254668,E-1015,400,68812
254771,E-1017,775,67688
254872,E-1104,445,49243
254982,E-1105,655,57478
255073,E-1106,260,50358
255188,E-1107,225,47772
255277,E-1108,435,42562
255387,E-1109,700,46083
255473,E-1110,100,43684
255584,E-1111,475,48963
255675,E-1113,555,55949
255767,E-1115,435,53334
255857,E-1116,375,48649
255969,E-1117,300,55713
256062,E-1300,400,48977
256175,E-1302,300,45424
256286,E-1303,305,46160
256400,E-1304,10,46889
256513,E-1305,360,46762
256625,E-1306,425,45708
256737,E-1307,500,43158
256850,E-1308,440,41560
256961,E-1310,75,43375
257075,E-1311,90,37961
257188,E-1312,235,42384
257303,E-1313,335,48179
257417,E-1400,285,48441
257530,E-1402,475,46389
257640,E-1404,375,44346
257751,E-1405,240,45392
257865,E-1407,315,46218
257978,E-1409,325,48064
258092,E-1411,335,46763
258204,E-1412,375,43003
258312,E-1413,265,47917
258426,E-1414,365,46310
258540,E-1416,285,43949
258653,E-1417,500,46420
258763,E-1418,75,42383
258872,E-1419,325,46893
258987,E-1420,270,42407
259099,E-1422,125,42314
259212,E-1423,275,20050
259274,E-1424,150,41595
259387,E-1425,100,19795
259446,E-1426,125,37927
259555,E-1427,90,19798
259610,E-1428,50,41358
259720,E-1429,200,16915
259775,E-1430,200,38270
259882,E-1431,100,18705
259940,E-1432,150,33733
260048,E-1433,300,19563
260113,E-1434,25,28120
260217,E-1435,45,25004
260304,E-1436,25,27684
260403,E-1438,359,30923
260508,E-1440,125,33661
260616,E-1442,10,34076
260721,E-1501,100,9655
260751,E-1503,325,11774
260787,E-1505,245,11274
260818,E-1506,220,22278
260896,E-1508,380,20682
260967,E-1512,425,23020
261049,E-1513,55,38223
261157,E-1515,175,39590
261270,E-401,685,83119
261374,E-403,650,83028
261482,E-405,415,98909
261594,E-415,230,76153
261695,E-417,950,63132
261794,E-507,450,90139
261906,E-509,820,88669
262018,E-511,85,78453
262129,E-515,525,79471
262243,E-517,625,63146
262349,E-600,375,79784
262454,E-602,1000,76121
262562,E-604,790,94601
262676,E-606,1185,77650
262788,E-613,5,64436
262896,E-615,380,57772
262999,E-700,1234,54796
263100,E-701,400,51452
263209,E-702,125,50559
263311,E-703,475,49059
263418,E-704,20,40728
263505,E-706,125,42562
263608,E-708,290,46072
263708,E-710,500,30145
263788,E-711,500,46033
263886,E-712,325,38751
263992,E-713,400,42584
264089,E-714,300,32162
264187,E-715,480,35243
264282,E-800,165,18870
264391,E-802,90,17380
264502,E-804,205,18710
264611,E-807,110,70785
264726,E-809,305,71915
264842,E-812,60,26500
264954,E-900,225,98294
265071,E-902,430,88947
265184,E-904,475,87928
265300,E-905,580,91155
265415,E-906,1020,86092
265531,E-907,50,89612
265648,E-908,690,81040
265762,E-910,360,80887
265869,E-911,435,89841
265984,E-912,830,79084
266096,E-913,550,90607
266209,E-915,625,87115
266326,EL-1819,455,22073
266423,EL-1821,55,23184
266522,EL-2002,10,875
266527,EL-2004,50,1545
266536,EL-2006,60,1060
266542,EL-2008,130,880
266553,EL-2010,125,250
266555,EL-2012,50,2555
266581,EL-2101,310,47704
266697,EL-2107,285,52080
266817,EL-2108,50,29162
266912,EL-2109,125,50936
267031,EL-2110,275,30363
267137,EL-2111,510,64474
267254,EL-2112,95,28627
267359,EL-2114,340,36779
267467,EL-2118,375,46217
267575,EL-2120,125,39913
267679,EL-2206,100,42930
267784,EL-2210,250,40773
267892,EL-2212,725,28210
267997,EL-2214,225,26104
268098,EL-2216,725,27993
268210,EL-2218,355,27940
268318,EL-2220,385,33294
268433,EL-2222,270,37963
268546,EL-2300,775,44518
268660,EL-2302,350,38528
268770,EL-2304,195,40483
268883,EL-2305,250,10865
268990,EL-2307,50,11923
269085,EL-2828,25,72031
269200,EL-2830,50,44644
269318,EL-2834,300,44874
269438,EL-2838,400,60382
269554,EL-2840,460,46131
269669,EL-2900,680,34505
269785,EL-2901,700,90587
269903,EL-2902,335,35626
270019,EL-2903,695,88387
270132,EL-2905,50,88218
270253,EL-2906,770,45144
270368,EL-2907,60,85279
270490,EL-2908,210,46518
270607,EL-2909,675,79077
270720,EL-2910,180,38729
270840,EL-2911,690,81774
270955,EL-2912,300,41065
271071,EL-2913,550,51184
271191,EL-2915,270,52880
271315,EL-2917,650,70085
271429,EL-2919,380,49217
271532,EL-3012,390,49649
271648,EL-3014,230,32751
271753,EL-3016,190,30374
271860,EL-3018,60,27074
271959,EL-3020,50,26065
272055,EL-3041,390,32164
272176,EL-3043,125,27954
272298,EL-3045,130,23979
272414,EL-3047,25,33443
272533,EL-3053,250,24733
272646,EL-3055,80,11113
272727,EL-3100,60,12395
272817,EL-3106,135,7299
272886,EL-3108,35,2200
272913,EL-3110,150,9765
272981,EL-3112,90,9780
273056,EL-3114,50,17465
273157,EL-3116,440,20084
273273,EL-3120,165,34715
273392,EL-4415,450,48469
273509,EL-4417,5,47360
273627,EL-4451,235,28752
273732,EL-4453,275,16014
273812,EL-4455,60,27782
273923,EL-4457,5,38116
274044,EL-4465,10,33713
274160,EL-4467,25,31455
274276,EL-4512,250,7694
274326,EL-4514,80,1883
274344,EL-4520,60,1130
274351,EL-4522,10,5250
274400,EL-4752,115,22313
274507,EL-4754,480,19550
274603,EL-4755,275,32967
274715,EL-4756,250,22745
274817,EL-4757,20,20019
274924,EL-4759,200,22760
275033,EL-4762,250,56703
275143,EL-4764,340,32989
275245,EL-4766,25,31444
275351,EL-4768,100,25188
275452,EL-4845,145,12235
275559,EL-4847,220,14079
275669,EL-4849,10,17735
275777,EL-4851,250,19595
275885,EL-4853,170,15884
275984,EL-5221,450,70232
276101,EL-5223,325,61311
276217,EL-5225,405,55951
276332,EL-5227,445,50626
276445,EL-5229,495,60679
276559,EL-5233,305,49273
276673,EM-105,240,47128
276782,EM-107,275,44912
276883,EM-109,700,48292
276983,EM-110,495,60384
277095,EM-112,420,63787
277201,EM-114,50,66603
277312,EM-115,70,29015
277393,EM-319,750,36959
277485,EM-401,300,21278
277544,EM-403,375,39732
277627,EM-407,125,24913
277681,EM-413,615,49690
277774,EM-415,45,46442
277863,EM-500,25,18530
277976,EM-501,150,50167
278074,EM-502,870,69697
278170,EM-503,650,55452
278273,EM-504,175,65267
278385,EM-505,55,58288
278494,EM-507,120,43345
278590,F-1000N,25,398560
278704,F-1000S,725,506917
278820,F-1100S,820,334035
278934,F-1200S,2300,768484
279046,F-1300N,400,378822
279158,F-1300S,3325,373354
279271,F-402,100,99502
279390,F-404,1000,103036
279504,F-407,155,36450
279606,F-409,935,104086
279722,F-411,1185,101451
279832,F-413,1030,96127
279941,F-505,150,102730
280046,F-507,1005,104427
280160,F-509,1055,113525
280272,F-511,1090,113609
280384,F-512,485,105435
280497,F-513,1225,116632
280610,F-514,720,101726
280717,F-515,1100,118175
280828,F-600,445,107075
280939,F-601,875,109013
281052,F-603,670,108872
281162,F-613,815,77780
281254,F-701,460,50290
281339,F-703,650,70639
281449,F-705,120,51972
281548,F-707,250,35968
281646,F-709,405,42642
281750,F-711,445,45557
281865,F-713,250,31654
281967,F-714,550,73093
282081,F-715,270,37889
282191,F-716,550,59721
282306,F-800,150,68488
282422,F-802,785,68702
282535,F-804,615,62267
282648,F-805,720,86678
282761,F-806,610,61207
282876,F-807,50,20925
282977,F-808,495,61974
283090,F-809,665,81358
283201,F-810,305,68089
283317,F-811,330,70997
283424,F-812,750,72308
283540,F-813,450,76275
283648,F-814,605,80916
283763,F-815,650,93623
283875,F-900N,3990,463720
283992,F-900S,3210,639174
284108,FI-101,250,81630
284219,FI-103,235,70714
284326,FI-105,275,76514
284435,FI-107,250,80468
284546,FI-111,755,70466
284652,FI-113,845,72008
284761,FI-115,1080,77879
284872,FI-301,25,56543
284986,FI-303,50,64183
285100,FI-325,225,82608
285215,FI-400,100,84463
285326,FI-402,485,85213
285431,FI-413,200,76092
285538,FI-415,160,68611
285635,FI-417,250,72485
285738,FI-419,125,77828
285844,FI-421,25,60614
285943,FI-502,250,72372
286052,FI-503,250,85250
286166,FI-504,100,73088
286275,FI-505,540,77622
286390,FI-507,325,75874
286499,FI-513,250,71513
286607,FN-3933,250,79382
286722,FN-3935,400,82381
286834,FN-3940,20,17150
286944,FR-1019,670,67393
287062,FR-1102,1235,63869
287174,FR-1104,500,69214
287293,FR-1205,580,70981
287403,FR-1207,275,70016
287516,FR-1209,155,68879
287625,FR-1211,70,72833
287731,FR-1215,460,57802
287841,FR-1217,240,49469
287944,FR-1301,820,89813
288059,FR-1303,375,86593
288168,FR-1305,575,75519
288267,FR-1307,710,63756
288367,FR-1309,25,67378
288470,FR-1316,530,70967
288569,FR-1318,229,57717
288666,FR-1320,225,60168
288767,FR-1400,555,77860
288873,FR-1400W,1670,507522
288989,FR-1402,760,75502
289085,FR-1404,600,82623
289184,FR-1618,25,79286
289299,FR-1620,385,84720
289418,FR-1622,790,73834
289532,FR-1624,540,71509
289646,FR-3922,530,51915
289726,FR-3924,470,44067
289803,FR-600W1,3965,405387
289918,FR-600W2,1590,405473
290033,FR-601,450,97231
290146,FR-603,490,95074
290258,FR-707,25,35975
290361,FR-709,305,40279
290466,FR-711,545,30800
290558,FR-713,400,33845
290651,FR-715,150,18590
290743,FR-721,400,59226
290848,FR-723,835,61477
290954,FS-800N,2525,488641
291070,FS-900S,50,342837
291185,FS-910,450,76411
291302,FS-912,70,82052
291416,FS-914,430,98918
291535,G-1000,675,88936
291650,G-1001,550,71752
291760,G-1002,605,85021
291874,G-1003,250,74834
291988,G-1004,830,84391
292101,G-1008,25,89789
292216,G-1010,250,81938
292330,G-1012,775,90781
292444,G-102,75,101814
292562,G-103,520,100349
292682,G-104,1075,104441
292801,G-105,610,113820
292924,G-106,875,108744
293042,G-107,1170,109946
293163,G-108,720,102842
293282,G-109,665,107062
293402,G-110,490,100310
293517,G-1104,475,53958
293632,G-1106,505,53925
293746,G-1107,300,52631
293859,G-1108,450,53494
293973,G-1109,325,54085
294088,G-111,740,113162
294209,G-1110,485,53185
294322,G-1112,275,52158
294436,G-112,1020,98349
294551,G-1200,500,48575
294661,G-1201,275,50488
294773,G-1202,75,47849
294884,G-1203,325,49663
294995,G-1204,300,48395
295109,G-1205,460,48740
295218,G-1206,430,50445
295330,G-1207,350,49800
295443,G-1208,60,52595
295556,G-1209,75,48390
295668,G-1211,50,48855
295781,G-1213,500,48882
295892,G-1214,150,49734
296005,G-1215,450,49110
296118,G-1216,460,49330
296232,G-1217,325,51367
296343,G-1300,300,51319
296456,G-1301,275,52405
296569,G-1302,350,48248
296683,G-1303,10,53003
296797,G-1304,450,49139
296908,G-1305,75,49599
297019,G-1306,405,48622
297134,G-1307,450,52124
297249,G-1309,385,49104
297362,G-1311,250,50515
297475,G-1313,75,47965
297586,G-1315,85,47784
297701,G-1317,225,47459
297817,G-1400,25,42680
297926,G-1402,325,44603
298036,G-1404,525,41670
298146,G-1406,10,39584
298251,G-1408,250,38575
298357,G-1409,200,46100
298473,G-1410,10,36420
298579,G-1411,175,43730
298691,G-1412,325,34164
298785,G-1416,50,34633
298887,G-1418,425,31707
298981,G-1420,75,32270
299078,G-1422,200,33747
299176,G-1424,75,32577
299274,G-1426,385,33344
299371,G-1428,150,29755
299468,G-1430,60,29645
299569,G-1432,50,31570
299669,G-1434,325,34743
299774,G-1500,25,24779
299862,G-1502,110,18695
299939,G-1504,50,22749
300024,G-1506,50,20930
300110,G-1508,50,21874
300202,G-1514,260,17738
300286,G-1516,95,24910
300392,G-1523,20,27265
300502,G-1525,180,27515
300609,G-1531,100,26874
300714,G-203,505,88529
300830,G-205,1040,87690
300944,G-207,985,77207
301044,G-209,1060,90392
301158,G-211,575,36040
301266,G-213,80,35695
301374,G-215,395,75177
301474,G-301,15,78624
301585,G-303,710,62321
301683,G-305,780,85090
301796,G-307,750,70269
301890,G-315,860,68785
301999,G-400,275,104344
302112,G-401,250,114204
302225,G-402,1200,105986
302335,G-403,65,112762
302451,G-405,970,108407
302562,G-407,1115,100820
302672,G-408,1275,108831
302781,G-409,1155,109477
302893,G-410,185,96116
303001,G-411,850,105525
303112,G-413,835,98413
303220,G-503,225,103781
303332,G-505,30,107625
303445,G-506,935,93188
303557,G-507,1200,116794
303671,G-508,975,89790
303779,G-509,1345,108012
303888,G-510,915,90885
303996,G-511,1275,118875
304110,G-512,980,93443
304221,G-513,1000,87235
304335,G-514,720,90569
304446,G-515,700,72934
304562,G-516,620,85083
304672,G-603,970,89922
304780,G-605,605,87791
304892,G-606,1135,104839
305005,G-608,125,105444
305122,G-613,570,45380
305237,G-614,625,99428
305351,G-615,155,32600
305463,G-617,125,19910
305568,G-700,1030,92483
305683,G-701,875,111825
305797,G-702,325,88090
305910,G-703,760,104101
306024,G-704,655,93944
306140,G-705,105,106107
306256,G-707,745,105215
306371,G-709,615,104871
306487,G-711,250,99113
306601,G-712,570,86084
306716,G-713,800,99317
306832,G-715,750,89014
306947,G-801,950,93989
307062,G-803,625,95328
307177,G-805,575,108053
307292,G-808,1040,108119
307406,G-814,1100,101267
307519,G-815,580,98424
307633,G-816,675,105701
307749,G-817,700,94641
307862,G-901,785,98644
307978,G-903,1025,96738
308091,G-904,925,93424
308206,G-905,150,91222
308321,G-906,900,89433
308435,G-907,700,87081
308551,G-908,800,79037
308666,G-909,730,80365
308774,G-910,810,78278
308887,G-911,630,79465
308997,G-912,575,82692
309111,G-913,500,77964
309226,G-914,50,86456
309342,G-915,600,84388
309458,GH-3900,794,82283
309566,GH-3901,710,90548
309681,GH-3905,560,85441
309794,GH-3907,5,86748
309905,GH-3913,710,86229
310018,GH-3915,480,88653
310130,GH-4014,75,40245
310248,GH-4016,325,34050
310361,GH-4018,765,112336
310477,GH-4020,665,103203
310591,GH-4022,125,106047
310710,GP-400,135,56198
310815,GP-402,240,71355
310919,GP-404,165,69897
311027,GP-406,155,68796
311132,GP-408,235,62106
311234,GP-410,655,59694
311334,GP-412,285,57643
311436,GP-414,50,50800
311543,GP-416,365,29333
311606,GP-418,370,37024
311691,GP-420,490,48717
311780,GP-422,495,54870
311880,GP-424,750,53310
311979,GP-426,205,61279
312089,GP-503,15,20290
312186,GP-505,125,90477
312301,GP-507,160,83088
312416,GP-509,300,82578
312526,GP-511,250,81085
312636,GP-513,125,79619
312747,GP-515,150,77061
312855,GP-517,250,56324
312955,GP-519,550,63370
313059,GP-521,15,65160
313165,GP-523,545,62877
313275,H-1003,665,90693
313391,H-1005,915,90649
313508,H-1007,900,93233
313623,H-1009,195,79139
313738,H-1010,200,84828
313849,H-1011,375,79761
313964,H-1012,360,75463
314078,H-1013,425,69620
314196,H-1014,385,71742
314310,H-103,225,51329
314418,H-105,110,39870
314511,H-107,900,95966
314623,H-109,975,100028
314736,H-1100,25,88562
314853,H-1102,25,93375
314968,H-111,795,94373
315079,H-1203,55,36695
315195,H-1205,50,43660
315320,H-1207,80,53185
315440,H-1208,75,87540
315550,H-1209,510,61047
315663,H-1210,370,78027
315772,H-1211,490,52842
315875,H-1212,574,74356
315989,H-1213,415,39088
316077,H-1214,150,84823
316190,H-1215,160,46976
316298,H-1217,50,46443
316402,H-1302,585,90474
316515,H-1304,400,78990
316627,H-1306,295,84281
316740,H-1307,5,38880
316832,H-1309,300,30608
316922,H-1311,305,32752
317006,H-1313,80,41783
317100,H-1315,250,34751
317186,H-1400,95,61805
317295,H-1402,420,66934
317409,H-1404,270,60891
317521,H-1406,740,69694
317635,H-1428,450,68674
317749,H-1429,600,58533
317860,H-1430,400,49549
317968,H-1431,85,45406
318065,H-1432,550,53220
318175,H-1433,670,49993
318277,H-1435,100,48891
318380,H-1500,55,33362
318477,H-1512,500,46803
318575,H-1514,35,41652
318678,H-201,250,92047
318794,H-202,1045,98637
318910,H-203,920,86887
319024,H-204,950,100129
319143,H-205,650,91857
319256,H-206,995,101502
319369,H-208,770,97657
319487,H-211,550,78328
319590,H-212,975,101108
319706,H-213,695,85129
319822,H-214,265,40860
319934,H-215,1050,88341
320051,H-305,1270,109461
320166,H-306,1060,76304
320279,H-307,750,107406
320396,H-309,1170,108588
320512,H-317,110,67605
320631,H-319,540,50445
320747,H-400,850,112571
320863,H-402,1055,115421
320980,H-404,395,110756
321095,H-406,1235,104338
321210,H-407,580,110571
321325,H-409,1065,106772
321440,H-411,1285,108718
321553,H-413,440,55185
321664,H-414,35,61515
321776,H-504,10,122322
321895,H-506,900,114620
322011,H-508,965,113444
322126,H-510,840,116634
322239,H-511,700,110560
322353,H-512,960,114711
322470,H-513,1209,113208
322585,H-514,130,122019
322704,H-515,1240,115730
322818,H-609,845,103231
322936,H-611,910,86165
323051,H-612,785,78570
323171,H-614,1305,97729
323289,H-616,775,93400
323406,H-617,915,73731
323522,H-700,1150,102904
323634,H-702,630,92301
323750,H-704,585,90663
323865,H-706,145,48485
323971,H-712,1100,62455
324083,H-714,280,52728
324194,H-801,830,95809
324311,H-803,725,93522
324423,H-805,765,94089
324540,H-807,730,98408
324656,H-808,1225,98886
324772,H-809,815,95159
324888,H-810,500,83641
325001,H-811,300,96015
325116,H-812,700,86885
325232,H-813,375,75609
325348,H-814,50,88111
325463,H-900,50,99905
325579,H-908,855,104144
325693,H-910,975,101179
325806,H-912,1065,98982
325919,H-914,830,98035
326035,H-916,845,100239
326150,HA-300,240,32408
326239,HA-302,75,33371
326323,HA-304,35,27747
326407,HA-306,50,22620
326492,HA-320,25,30505
326582,HA-322,85,18930
326648,HA-324,75,20935
326728,HA-326,225,23557
326824,HA-414,255,37341
326926,HA-416,205,27934
327010,HA-418,250,26735
327094,HA-420,110,37803
327189,HA-500,505,59308
327289,HA-501,45,28975
327372,HA-502,530,60622
327476,HA-503,310,29803
327562,HA-504,250,64934
327665,HA-505,350,45611
327762,HA-506,350,66529
327870,HA-508,425,62596
327979,HA-510,155,67744
328091,HA-514,65,49397
328197,HE-3816,500,45183
328265,HE-3818,694,45798
328340,HK-4002,200,40221
328409,HK-4003,435,89087
328523,HK-4004,250,58185
328623,HK-4005,625,85309
328734,HK-4006,580,26515
328790,HK-4012,630,19514
328849,HK-4013,455,66709
328957,HK-4017,815,69224
329067,HK-4021,250,60462
329168,HK-4023,380,65081
329279,HK-4025,425,65960
329386,HK-4039,460,78780
329498,HK-4041,250,67407
329611,HK-4043,100,70189
329723,HK-4047,125,64190
329830,HK-4049,250,47425
329939,HK-4051,1065,53929
330038,HO-1803,280,46710
330150,HO-1805,550,48379
330263,HO-1807,675,59193
330378,HRB-1411,865,87305
330481,HRB-1413,1030,97294
330588,HRB-1415,940,101044
330701,HRB-1417,795,100033
330815,HRB-1419,835,100557
330925,HRB-1421,1030,102565
331037,HRB-1423,75,100463
331152,HRB-1425,675,104389
331264,HRB-1427,960,104334
331375,HRB-1429,835,102343
331489,HRB-1431,759,103644
331599,HRB-1433,625,105997
331714,HRB-1435,1135,105865
331827,HRB-1437,1010,104563
331939,HRB-1445,830,79522
332049,HRB-1601,85,103438
332160,HRB-1603,814,97143
332265,HRB-1605,1065,97048
332371,HRB-1607,875,100130
332482,HRB-1609,995,93054
332588,HRB-1611,930,87990
332692,HRB-1621,820,93895
332799,HRB-1623,20,89388
332913,HRB-1625,920,92825
333025,HRB-1627,50,96516
333134,HRB-1629,745,91853
333241,HRB-1631,100,93009
333353,HRB-1633,765,99064
333465,HRB-1667,50,73734
333573,HRB-1675,55,77533
333684,HRB-1677,640,69331
333787,HRB-1679,375,67423
333894,HRB-1681,675,62967
333993,HRB-1683,475,61329
334093,HRB-1685,555,58762
334192,HRB-1687,539,56373
334289,HRB-1689,400,51271
334384,HRB-1691,525,54379
334476,HRB-1693,250,50615
334571,HRB-1695,500,49074
334661,HRB-1697,545,46327
334752,HRB-1699,25,49309
334848,HRB-1705,250,45784
334938,HRB-1707,475,40442
335026,HRB-1709,375,39903
335107,HRB-1711,385,36299
335188,HRB-1713,405,36885
335267,HRB-1715,405,33288
335345,HRB-1717,100,31149
335420,HRB-1719,280,31229
335491,HRB-1721,405,29868
335564,HRB-1723,400,30344
335636,HRB-1725,235,30914
335710,HRB-1727,405,28019
335781,HRB-1729,260,28155
335851,HRB-1731,30,28922
335923,HRB-1733,145,25393
335996,HRB-1735,375,26433
336060,HRB-1737,235,30410
336145,IV-300,50,30913
336241,IV-302,325,32944
336338,IV-322,75,42093
336430,IV-324,130,34410
336526,IV-326,100,11918
336600,IV-418,125,44352
336709,IV-420,710,50232
336817,IV-422,150,54393
336923,IV-424,250,61282
337034,IV-426,270,67056
337149,IV-428,125,67160
337262,IV-501,125,33947
337366,IV-503,375,47042
337474,IV-511,155,27134
337569,IV-513,50,35972
337675,J-1000N,3410,536249
337792,J-1001,225,105537
337905,J-1015,365,66434
337997,J-1017,50,56308
338085,J-108,725,66127
338194,J-110,50,71358
338303,J-111,645,71961
338411,J-112,600,67777
338517,J-113,250,75017
338626,J-114,110,78590
338738,J-116,25,79033
338852,J-118,969,83428
338968,J-120,25,83089
339082,J-122,505,88466
339194,J-124,1090,84645
339303,J-126,250,83157
339416,J-130,1235,83499
339529,J-1315,800,86626
339639,J-1317,250,80268
339750,J-132,500,85556
339862,J-300,375,97373
339970,J-300S,10,1282796
340088,J-302,975,102627
340200,J-316,730,107437
340316,J-318,1225,96195
340431,J-401,335,111951
340543,J-403,990,103189
340647,J-404,880,86359
340743,J-405,450,107348
340855,J-406,915,94271
340962,J-407,900,112650
341073,J-408,250,94538
341182,J-409,845,114061
341293,J-410,50,96982
