,zone,area,sub_area,pole,config_id,config_name,longitude,latitude,nearest_pothole_dist
3395,Uptown,Bankers Hill,1800 FIFTH AVE,5-1820,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160343,32.72485,26.959197364133136
3396,Uptown,Bankers Hill,1800 FIFTH AVE,5-1822,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160343,32.724927,32.99897152091781
3397,Uptown,Bankers Hill,1800 FIFTH AVE,5-1824,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160344,32.725004,40.00908336601742
3398,Uptown,Bankers Hill,1900 FIFTH AVE,5-1902,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16034599999999,32.725284,68.43836076359955
3399,Uptown,Bankers Hill,1900 FIFTH AVE,5-1904,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160347,32.725382,78.86276492851476
3400,Uptown,Bankers Hill,1900 FIFTH AVE,5-1906,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160347,32.725499,91.41624496591194
3401,Uptown,Bankers Hill,1900 FIFTH AVE,5-1908,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160348,32.725596,101.9226473145285
3402,Uptown,Bankers Hill,1900 FIFTH AVE,5-1910,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160349,32.725713,94.85858217640383
3403,Uptown,Bankers Hill,1900 FIFTH AVE,5-1918,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160521,32.725796,89.85034872446715
3404,Uptown,Bankers Hill,1900 FIFTH AVE,5-1920,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160521,32.725796,89.85034872446715
3405,Uptown,Bankers Hill,2000 FIFTH AVE,5-2000,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160353,32.726284,33.784718991804816
3406,Uptown,Bankers Hill,2000 FIFTH AVE,5-2002,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160353,32.726323,29.939963302976143
3407,Uptown,Bankers Hill,2000 FIFTH AVE,5-2004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160354,32.72638,24.663625137843066
3408,Uptown,Bankers Hill,2000 FIFTH AVE,5-2006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160354,32.726418,21.41877642655912
3409,Uptown,Bankers Hill,2000 FIFTH AVE,5-2007,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160172,32.726457,11.575018736412611
3410,Uptown,Bankers Hill,2000 FIFTH AVE,5-2008,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16035500000001,32.726513,15.587164928903762
3411,Uptown,Bankers Hill,2000 FIFTH AVE,5-2009,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160173,32.726552000000005,2.458072782793591
3412,Uptown,Bankers Hill,2000 FIFTH AVE,5-2010,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16035500000001,32.726609,15.73004229306342
3413,Uptown,Bankers Hill,2000 FIFTH AVE,5-2011,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160174,32.726648,10.10489738138247
3414,Uptown,Bankers Hill,2000 FIFTH AVE,5-2012,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16035600000001,32.726704,21.85437307702003
3415,Uptown,Bankers Hill,2000 FIFTH AVE,5-2013,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160174,32.726743,20.508078765786657
3416,Uptown,Bankers Hill,2000 FIFTH AVE,5-2014,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160357,32.7268,30.586510610042886
3417,Uptown,Bankers Hill,2000 FIFTH AVE,5-2015,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160175,32.726839,31.101868202894153
3418,Uptown,Bankers Hill,2000 FIFTH AVE,5-2016,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160358,32.726895,40.14617400267576
3419,Uptown,Bankers Hill,2000 FIFTH AVE,5-2017,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160176,32.726934,41.6097612642307
3420,Uptown,Bankers Hill,2000 FIFTH AVE,5-2018,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160358,32.72699,50.06903281046258
3421,Uptown,Bankers Hill,2000 FIFTH AVE,5-2019,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160176,32.727028999999995,52.13085824307895
3422,Uptown,Bankers Hill,2000 FIFTH AVE,5-2020,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16035900000001,32.727086,60.32972128554661
3423,Uptown,Bankers Hill,2000 FIFTH AVE,5-2021,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160177,32.727125,62.7631861268102
3424,Uptown,Bankers Hill,2100 FIFTH AVE,5-2100,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16036100000001,32.727382,83.41805751430073
3425,Uptown,Bankers Hill,2100 FIFTH AVE,5-2102,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16036100000001,32.727515999999994,87.5062758719441
3426,Uptown,Bankers Hill,2100 FIFTH AVE,5-2104,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160362,32.727631,92.86703622363643
3427,Uptown,Bankers Hill,2100 FIFTH AVE,5-2108,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160178,32.727676,80.97371826104052
3428,Uptown,Bankers Hill,2100 FIFTH AVE,5-2110,63,San Diego Default,-117.160196,32.72768,82.59069297620441
3429,Uptown,Bankers Hill,2100 FIFTH AVE,5-2112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160223,32.727768,90.64897189774858
3430,Uptown,Bankers Hill,2100 FIFTH AVE,5-2114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16021200000002,32.727775,90.37816022861162
3431,Uptown,Bankers Hill,2100 FIFTH AVE,5-2119,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16018000000001,32.727746999999994,86.07757769987823
3432,Uptown,Bankers Hill,2100 FIFTH AVE,5-2121,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16018000000001,32.727862,94.94132413535083
3433,Uptown,Bankers Hill,2100 FIFTH AVE,5-2122,63,San Diego Default,-117.16037299999999,32.72798,116.92803965760784
3434,Uptown,Bankers Hill,2100 FIFTH AVE,5-2123,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16018100000001,32.727977,104.66887402059905
3435,Uptown,Bankers Hill,2100 FIFTH AVE,5-2125,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16018100000001,32.728092,114.93548093847727
3436,Uptown,Bankers Hill,2200 FIFTH AVE,5-2200,10742,15 Min Max $1.25 7am-7pm Daily,-117.16036499999998,32.728445,118.21469508743411
3437,Uptown,Bankers Hill,2200 FIFTH AVE,5-2202,10742,15 Min Max $1.25 7am-7pm Daily,-117.160366,32.728578999999996,103.70771943193337
3438,Uptown,Bankers Hill,2200 FIFTH AVE,5-2210,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160367,32.728714000000004,89.20819023326685
3439,Uptown,Bankers Hill,2200 FIFTH AVE,5-2212,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16036899999999,32.728867,73.02930469495722
3440,Uptown,Bankers Hill,2200 FIFTH AVE,5-2214,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16036899999999,32.729001000000004,59.15532344142014
3441,Uptown,Bankers Hill,2200 FIFTH AVE,5-2216,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160147,32.72933,18.028280115399305
3442,Uptown,Bankers Hill,2300 FIFTH AVE,5-2300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16037299999999,32.729433,24.688462573702108
3443,Uptown,Bankers Hill,2300 FIFTH AVE,5-2302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160374,32.729490999999996,23.934951245205347
3444,Uptown,Bankers Hill,2300 FIFTH AVE,5-2304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160374,32.729568,25.41735755204155
3445,Uptown,Bankers Hill,2300 FIFTH AVE,5-2306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160375,32.729626,28.317247613892896
3446,Uptown,Bankers Hill,2300 FIFTH AVE,5-2307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16019399999999,32.729684999999996,22.654617425638595
3447,Uptown,Bankers Hill,2300 FIFTH AVE,5-2308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160376,32.729760999999996,38.455187851450255
3448,Uptown,Bankers Hill,2300 FIFTH AVE,5-2309,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160195,32.72984,39.363289378635606
3449,Uptown,Bankers Hill,2300 FIFTH AVE,5-2310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16037800000001,32.729915999999996,53.03119949540448
3450,Uptown,Bankers Hill,2300 FIFTH AVE,5-2311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160197,32.729975,54.17258256244843
3451,Uptown,Bankers Hill,2300 FIFTH AVE,5-2313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160197,32.730033,60.54903782695839
3452,Uptown,Bankers Hill,2300 FIFTH AVE,5-2316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16038,32.730109000000006,72.77334853377084
3453,Uptown,Bankers Hill,2300 FIFTH AVE,5-2322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160381,32.730187,80.9961931304853
3454,Uptown,Bankers Hill,2400 FIFTH AVE,5-2406,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16038400000001,32.730502,114.81876572312801
3455,Uptown,Bankers Hill,2400 FIFTH AVE,5-2408,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160385,32.730578,123.07625691049688
3456,Uptown,Bankers Hill,2400 FIFTH AVE,5-2410,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16038600000002,32.730672999999996,133.42327208224293
3457,Uptown,Bankers Hill,2400 FIFTH AVE,5-2412,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16038700000001,32.73075,141.83289761970505
3458,Uptown,Bankers Hill,2400 FIFTH AVE,5-2414,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16038799999998,32.730845,152.22422299736658
3459,Uptown,Bankers Hill,2400 FIFTH AVE,5-2416,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16038799999998,32.730921,160.53865021137082
3460,Uptown,Bankers Hill,2400 FIFTH AVE,5-2418,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160389,32.731016,170.96077827305584
3461,Uptown,Bankers Hill,2400 FIFTH AVE,5-2420,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16038999999999,32.731092,179.31035761146464
3462,Uptown,Bankers Hill,2400 FIFTH AVE,5-2422,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16039099999999,32.731187,189.75362369447092
3463,Uptown,Bankers Hill,2400 FIFTH AVE,5-2424,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16039199999999,32.731263,198.11740072342994
3464,Uptown,Bankers Hill,2500 FIFTH AVE,5-2502,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160395,32.731539,209.90986870195064
3465,Uptown,Bankers Hill,2500 FIFTH AVE,5-2510,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16039599999999,32.731615999999995,201.37630540272824
3466,Uptown,Bankers Hill,2500 FIFTH AVE,5-2512,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160397,32.731711,190.84908211084547
3467,Uptown,Bankers Hill,2500 FIFTH AVE,5-2514,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160397,32.731788,182.3199426772312
3468,Uptown,Bankers Hill,2500 FIFTH AVE,5-2516,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160398,32.731883,171.7938834168438
3469,Uptown,Bankers Hill,2500 FIFTH AVE,5-2517,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16021699999999,32.731961,164.7895611400113
3470,Uptown,Bankers Hill,2500 FIFTH AVE,5-2519,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.160218,32.732038,156.33736821369212
3471,Uptown,Bankers Hill,2500 FIFTH AVE,5-2521,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.160219,32.732134,145.81712866871226
3472,Uptown,Bankers Hill,2500 FIFTH AVE,5-2522,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160402,32.732228000000006,133.57335035441827
3473,Uptown,Bankers Hill,2500 FIFTH AVE,5-2523,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16022099999999,32.732306,127.01566616121022
3474,Uptown,Bankers Hill,2600 FIFTH AVE,5-2613,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160155,32.73298,58.38019767349503
3475,Uptown,Bankers Hill,2600 FIFTH AVE,5-2615,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160155,32.73298,58.38019767349503
3476,Uptown,Bankers Hill,2600 FIFTH AVE,5-2616,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16040500000001,32.732601,92.28445043332147
3477,Uptown,Bankers Hill,2600 FIFTH AVE,5-2618,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16040500000001,32.732735,77.47600683749219
3478,Uptown,Bankers Hill,2600 FIFTH AVE,5-2620,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16040600000001,32.732965,52.10798371770202
3479,Uptown,Bankers Hill,2600 FIFTH AVE,5-2621,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16018999999999,32.733174,39.14472220698448
3480,Uptown,Bankers Hill,2600 FIFTH AVE,5-2623,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16023500000001,32.733176,36.21346078034551
3481,Uptown,Bankers Hill,2600 FIFTH AVE,5-2625,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16020300000001,32.733284000000005,30.35701231332761
3482,Uptown,Bankers Hill,2700 FIFTH AVE,5-2700,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16041000000001,32.733667,26.85328017744939
3483,Uptown,Bankers Hill,2700 FIFTH AVE,5-2702,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16041200000001,32.733803,41.640837546624795
3484,Uptown,Bankers Hill,2700 FIFTH AVE,5-2704,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16041299999999,32.733940000000004,56.70162684359095
3485,Uptown,Bankers Hill,2700 FIFTH AVE,5-2706,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16041499999999,32.734095,73.79749550049337
3486,Uptown,Bankers Hill,2700 FIFTH AVE,5-2710,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160416,32.734232,88.94073968541339
3487,Uptown,Bankers Hill,2700 FIFTH AVE,5-2712,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160417,32.734367999999996,103.98618671337765
3488,Uptown,Bankers Hill,2900 FIFTH AVE,5-2905,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16024499999999,32.735777,75.23654865276816
3489,Uptown,Bankers Hill,2900 FIFTH AVE,5-2907,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160246,32.735909,80.17969249271293
3490,Uptown,Bankers Hill,2900 FIFTH AVE,5-2909,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160246,32.736041,87.2444771444071
3491,Uptown,Bankers Hill,2900 FIFTH AVE,5-2911,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160246,32.736173,80.24281774341028
3492,Uptown,Bankers Hill,2900 FIFTH AVE,5-2913,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160247,32.736305,72.62329574037439
3493,Uptown,Bankers Hill,2900 FIFTH AVE,5-2919,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160247,32.736437,67.27183338112094
3494,Uptown,Bankers Hill,3000 FIFTH AVE,5-3008,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16043300000001,32.737057,96.43156492941776
3495,Uptown,Bankers Hill,3000 FIFTH AVE,5-3010,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160435,32.737249,109.22990855821838
3496,Uptown,Bankers Hill,3000 FIFTH AVE,5-3014,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16043700000002,32.737442,124.45903545350296
3497,Uptown,Bankers Hill,3100 FIFTH AVE,5-3100,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16044099999999,32.737912,167.25096856365334
3498,Uptown,Bankers Hill,3100 FIFTH AVE,5-3102,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16044199999999,32.738104,186.07646974356282
3499,Uptown,Bankers Hill,3100 FIFTH AVE,5-3112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160444,32.738296000000005,205.42069400562542
3500,Uptown,Bankers Hill,3100 FIFTH AVE,5-3114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160446,32.738488000000004,210.31955524458007
3501,Uptown,Bankers Hill,3200 FIFTH AVE,5-3202,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16045,32.738861,206.70249351587535
3502,Uptown,Bankers Hill,3200 FIFTH AVE,5-3204,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160451,32.738938,206.99550098087016
3503,Uptown,Bankers Hill,3200 FIFTH AVE,5-3206,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160452,32.739034000000004,207.828820049783
3504,Uptown,Bankers Hill,3200 FIFTH AVE,5-3207,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160271,32.739112,192.04098928521066
3505,Uptown,Bankers Hill,3200 FIFTH AVE,5-3212,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160449,32.739384,214.74147196129235
3506,Uptown,Bankers Hill,3200 FIFTH AVE,5-3215,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160273,32.739189,193.6709993802348
3507,Uptown,Bankers Hill,3200 FIFTH AVE,5-3217,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160274,32.739284999999995,196.06950473096205
3508,Uptown,Bankers Hill,3200 FIFTH AVE,5-3218,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160404,32.739451,212.87158092650432
3509,Uptown,Bankers Hill,3200 FIFTH AVE,5-3219,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16027700000001,32.739458,201.84774594882805
3510,Uptown,Bankers Hill,3200 FIFTH AVE,5-3221,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160278,32.739534,204.87519470242523
3511,Uptown,Bankers Hill,3300 FIFTH AVE,5-3300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16046499999999,32.739945,240.59194833300813
3512,Uptown,Bankers Hill,3300 FIFTH AVE,5-3302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16046599999999,32.740078999999994,248.4572084243545
3513,Uptown,Bankers Hill,3300 FIFTH AVE,5-3304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160467,32.740214,257.00620641996017
3514,Uptown,Bankers Hill,3300 FIFTH AVE,5-3314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160468,32.740368,267.43789139891123
3515,Uptown,Bankers Hill,3300 FIFTH AVE,5-3322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16046899999999,32.740502,277.06083820725115
3516,Uptown,Bankers Hill,1700 SIXTH AVE,6-1710,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159452,32.723211,114.55063819399781
3517,Uptown,Bankers Hill,1700 SIXTH AVE,6-1718,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159469,32.723396,129.60781183671682
3518,Uptown,Bankers Hill,1700 SIXTH AVE,6-1720,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159484,32.723546999999996,140.71056553749966
3519,Uptown,Bankers Hill,1700 SIXTH AVE,6-1722,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1595,32.723692,125.62923061001848
3520,Uptown,Bankers Hill,1700 SIXTH AVE,6-1724,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15952800000001,32.723894,104.86296730059895
3521,Uptown,Bankers Hill,1800 SIXTH AVE,6-1816,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15954199999999,32.724447999999995,60.73287494442669
3522,Uptown,Bankers Hill,1800 SIXTH AVE,6-1818,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.15953600000002,32.724757000000004,55.052724221459016
3523,Uptown,Bankers Hill,2300 SIXTH AVE,6-2302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159498,32.729495,58.14818100579719
3524,Uptown,Bankers Hill,2300 SIXTH AVE,6-2304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159498,32.72963,60.15786923832667
3525,Uptown,Bankers Hill,2300 SIXTH AVE,6-2306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159499,32.729765,65.52688350259785
3526,Uptown,Bankers Hill,2300 SIXTH AVE,6-2310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1595,32.72992,74.98377271797727
3527,Uptown,Bankers Hill,2300 SIXTH AVE,6-2320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1595,32.730055,85.26712925632282
3528,Uptown,Bankers Hill,2300 SIXTH AVE,6-2322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159501,32.730191,96.81258607255127
3529,Uptown,Bankers Hill,2900 SIXTH AVE,6-2914,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159517,32.735809,22.51595075923535
3530,Uptown,Bankers Hill,2900 SIXTH AVE,6-2916,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159517,32.73598,41.24238037296641
3531,Uptown,Bankers Hill,2900 SIXTH AVE,6-2918,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159517,32.736131,52.3134308324682
3532,Uptown,Bankers Hill,2900 SIXTH AVE,6-2920,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159517,32.736283,35.52390620746092
3533,Uptown,Bankers Hill,2900 SIXTH AVE,6-2922,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159517,32.736453000000004,16.88961200578874
3534,Uptown,Bankers Hill,3200 SIXTH AVE,6-3202,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.15950500000001,32.738884999999996,118.20838283940937
3535,Uptown,Bankers Hill,3200 SIXTH AVE,6-3204,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.159507,32.739018,119.70807359973374
3536,Uptown,Bankers Hill,3200 SIXTH AVE,6-3206,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.15950900000001,32.739132,122.42666141380197
3537,Uptown,Bankers Hill,3200 SIXTH AVE,6-3208,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.15951000000001,32.739247,126.30676799466005
3538,Uptown,Bankers Hill,3200 SIXTH AVE,6-3210,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.159512,32.739360999999995,131.3522085995198
3539,Uptown,Bankers Hill,3200 SIXTH AVE,6-3212,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.15951399999999,32.739494,138.4428887315009
3540,Uptown,Bankers Hill,3200 SIXTH AVE,6-3214,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.15951499999998,32.739609,145.4469512233309
3541,Uptown,Bankers Hill,300 DATE ST,DA-303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161933,32.722970000000004,166.60630862456014
3542,Uptown,Bankers Hill,300 DATE ST,DA-305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161833,32.722971,157.90859644691574
3543,Uptown,Bankers Hill,300 DATE ST,DA-307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16166899999999,32.722972999999996,143.8440076767068
3544,Uptown,Bankers Hill,300 DATE ST,DA-309,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16175,32.722972,150.75817501726053
3545,Uptown,Bankers Hill,300 DATE ST,DA-311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16165,32.722972999999996,142.2213961844808
3546,Uptown,Bankers Hill,300 DATE ST,DA-313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16156699999999,32.722974,135.2280584988409
3547,Uptown,Bankers Hill,300 DATE ST,DA-314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161469,32.723129,135.86114257359714
3548,Uptown,Bankers Hill,300 DATE ST,DA-316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161369,32.72313,128.2751152152077
3549,Uptown,Bankers Hill,100 ELM ST,EM-105,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16374499999999,32.723986,172.6889303646731
3550,Uptown,Bankers Hill,100 ELM ST,EM-107,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16364499999999,32.723986,173.18626830798033
3551,Uptown,Bankers Hill,100 ELM ST,EM-109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16354399999999,32.723986,174.19954802304815
3552,Uptown,Bankers Hill,100 ELM ST,EM-110,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163428,32.724140000000006,192.7600673721384
3553,Uptown,Bankers Hill,100 ELM ST,EM-112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163327,32.724140999999996,194.77016348111704
3554,Uptown,Bankers Hill,100 ELM ST,EM-114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16321,32.724140999999996,197.51714238034631
3555,Uptown,Bankers Hill,100 ELM ST,EM-115,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163126,32.723987,183.69951718348688
3556,Uptown,Bankers Hill,300 ELM ST,EM-319,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16160500000001,32.723987,159.94072500200488
3557,Uptown,Bankers Hill,400 ELM ST,EM-401,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16101299999998,32.723987,114.9422487325772
